liga,nombre_completo,nombre_abreviado,fecha_nacimiento,url_perfil
Liga Argentina,FELIPE BONFIGLI,"BONFIGLI, F.",22/08/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/222245/bonfigli-felipe
Liga Argentina,FELIPE LISANDRO FERNANDEZ RIVOLLIER,"FERNANDEZ, F.",10/07/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/149957/fernandez-rivollier-felipe-lisandro
Liga Argentina,FERNANDO ENRIQUE FUENMAYOR MONTIEL,"FUENMAYOR, F.",05/04/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/382649/fuenmayor-montiel-fernando-enrique
Liga Argentina,FRANCISCO CALABRO,"CALABRO, F.",11/02/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/215082/calabro-francisco
Liga Argentina,FRANCISCO RIZZOTTI,"RIZZOTTI, F.",01/08/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/224995/rizzotti-francisco
Liga Argentina,FRANCISCO PEREYRA,"PEREYRA, F.",28/08/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/357908/pereyra-francisco
Liga Argentina,FRANCISCO ROVATTI,"ROVATTI, F.",21/05/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/84863/rovatti-francisco
Liga Argentina,FRANCISCO PAGURA ENGLE,"PAGURA, F.",26/02/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/290557/pagura-engle-francisco
Liga Argentina,FRANCISCO ORTIZ,"ORTIZ, F.",08/08/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/94730/ortiz-francisco
Liga Argentina,FRANCISCO SORIA,"SORIA, F.",13/10/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/138126/soria-francisco
Liga Argentina,FRANCISCO VARONI,"VARONI, F.",22/11/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/227743/varoni-francisco
Liga Argentina,FRANCISCO JOSE ROSSAROLA,"ROSSAROLA, F.",07/06/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/282968/rossarola-francisco-jose
Liga Argentina,FRANCO BARROSO,"BARROSO, F.",09/01/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/173660/barroso-franco
Liga Argentina,FRANCO PENNACCHIOTTI,"PENNACCHIOTTI, F.",24/08/1990,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/209308/pennacchiotti-franco
Liga Argentina,FRANCO FERREYRA BONNIN,"FERREYRA, F.",12/07/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/89824/ferreyra-bonnin-franco
Liga Argentina,FRANCO MAESO,"MAESO, F.",29/08/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/383455/maeso-franco
Liga Argentina,FRANCO LOMBARDI,"LOMBARDI, F.",06/10/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/380179/lombardi-franco
Liga Argentina,FRANCO AUGUSTO ALVAREZ RODRIGUEZ,"ALVAREZ, F.",19/04/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/84154/alvarez-rodriguez-franco-augusto
Liga Argentina,FRANCO AUGUSTO VILLEGAS,"VILLEGAS, F.",11/07/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/222570/villegas-franco-augusto
Liga Argentina,GALO AGUSTIN TERRERA,"TERRERA, G.",07/10/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/375121/terrera-galo-agustin
Liga Argentina,GASPAR RUIZ,"RUIZ, G.",29/06/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/269566/ruiz-gaspar
Liga Argentina,GASTON WALTER GERBAUDO,"GERBAUDO, G.",01/06/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1761/88912/194190/gerbaudo-gaston-walter
Liga Argentina,GENDRY JOSE CORREA ECHENIQUE,"CORREA, G.",13/09/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/385913/correa-echenique-gendry-jose
Liga Argentina,GIAN FRANCO SINCONI BONETTO,"SINCONI, G.",10/02/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/320837/sinconi-bonetto-gian-franco
Liga Argentina,GIANMARCO VALENTINO REALE,"REALE, G.",20/06/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/319419/reale-gianmarco-valentino
Liga Argentina,GONZALO EMANUEL TORRES,"TORRES, G.",16/07/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/1761/88912/376289/torres-gonzalo-emanuel
Liga Argentina,GONZALO EMMANUEL ROMERO,"ROMERO, G.",03/05/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/379603/romero-gonzalo-emmanuel
Liga Argentina,GUIDO LEANDRO CABRERA,"CABRERA, G.",11/04/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/78503/cabrera-guido-leandro
Liga Argentina,GUILLERMO ARIEL NAVARRO SCHUFFLER,"NAVARRO, G.",07/05/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/384442/navarro-schuffler-guillermo-ariel
Liga Argentina,HUGO IVAN CATANI,"CATANI, H.",27/08/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/385903/catani-hugo-ivan
Liga Argentina,IGNACIO PORTA CUELLO,"PORTA, I.",08/07/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/344762/porta-cuello-ignacio
Liga Argentina,IGNACIO JOSE EDER,"EDER, I.",14/02/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/385931/eder-ignacio-jose
Liga Argentina,IGNACIO LUIS ALEM,"ALEM, I.",26/04/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/103067/alem-ignacio-luis
Liga Argentina,ISIDRO BARBERA AMENDOLARA,"BARBERA, I.",23/04/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/110222/barbera-amendolara-isidro
Liga Argentina,JEFFREY ANDREW MERCHANT RIGO,"MERCHANT, J.",09/09/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/385878/merchant-rigo-jeffrey-andrew
Liga Argentina,JEREMIAS JOSE CARDONA,"CARDONA, J.",06/03/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/380755/cardona-jeremias-jose
Liga Argentina,JERONIMO BARRIONUEVO,"BARRIONUEVO, J.",10/06/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/324378/barrionuevo-jeronimo
Liga Argentina,JOAN CARLOS GUTIERREZ CONDE,"GUTIERREZ, J.",14/08/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/327585/gutierrez-conde-joan-carlos
Liga Argentina,JOAQUIN PRIETO,"PRIETO, J.",23/10/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/344757/prieto-joaquin
Liga Argentina,JOAQUIN CASARES ARREGUI,"CASARES, J.",24/05/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/182322/casares-arregui-joaquin
Liga Argentina,JOAQUIN RIOS,"RIOS, J.",19/11/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/378091/rios-joaquin
Liga Argentina,JOAQUIN PETRE,"PETRE, J.",14/05/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/153512/petre-joaquin
Liga Argentina,JOAQUIN EMBON MELGAREJO,"EMBON, J.",11/01/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/330821/embon-melgarejo-joaquin
Liga Argentina,JOAQUIN ALEJO BARZATSQUI,"BARZATSQUI, J.",09/06/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/170403/barzatsqui-joaquin-alejo
Liga Argentina,JOAQUIN BAUTISTA CASTRO CORIA,"CASTRO, J.",07/05/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/41059/castro-coria-joaquin-bautista
Liga Argentina,JOAQUIN EXEQUIEL NOBLEGA,"NOBLEGA, J.",07/07/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/382413/noblega-joaquin-exequiel
Liga Argentina,JOAQUIN HERNAN JASEN,"JASEN, J.",20/03/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/326803/jasen-joaquin-hernan
Liga Argentina,JOAQUIN IGNACIO LOPEZ,"LOPEZ, J.",24/10/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/328934/lopez-joaquin-ignacio
Liga Argentina,JOHU FERNANDO CASTILLO BORJA,"CASTILLO, J.",04/10/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/384413/castillo-borja-johu-fernando
Liga Argentina,JONATAN SLIDER,"SLIDER, J.",27/07/1987,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/385400/slider-jonatan
Liga Argentina,JONATHAN JOSUÉ SALAZAR DÍAZ,"SALAZAR, J.",01/08/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/385065/salazar-diaz-jonathan-josue
Liga Argentina,JORGE LUCIANO DIAZ GIMENEZ,"DIAZ, J.",04/10/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/385921/diaz-gimenez-jorge-luciano
Liga Argentina,JOSE TORRENS,"TORRENS, J.",13/10/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/320845/torrens-jose
Liga Argentina,JOSE ANTONIO PERALTA,"PERALTA, J.",26/12/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/385995/peralta-jose-antonio
Liga Argentina,JOSE IGNACIO COPESKY,"COPESKY, J.",22/06/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/386009/copesky-jose-ignacio
Liga Argentina,JUAN SIBOLDI,"SIBOLDI, J.",11/12/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/108056/siboldi-juan
Liga Argentina,JUAN BAUTISTA JORDAN,"JORDAN, J.",07/01/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/378883/jordan-juan-bautista
Liga Argentina,JUAN CRUZ KUSNIER,"KUSNIER, J.",25/01/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/377056/kusnier-juan-cruz
Liga Argentina,JUAN CRUZ SCACCHI,"SCACCHI, J.",15/02/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/382654/scacchi-juan-cruz
Liga Argentina,JUAN ESTEBAN DE LA FUENTE,"DE LA FUENTE, J.",17/11/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/94073/de-la-fuente-juan-esteban
Liga Argentina,JUAN FAUSTINO TABARE OTARAN,"OTARAN, J.",16/02/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/328693/otaran-juan-faustino-tabare
Liga Argentina,JUAN FRANCISCO BOFFELLI,"BOFFELLI, J.",15/11/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/320838/boffelli-juan-francisco
Liga Argentina,JUAN IGNACIO VARAS,"VARAS, J.",14/07/1987,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/113700/varas-juan-ignacio
Liga Argentina,JUAN IGNACIO FERNANDEZ,"FERNANDEZ, J.",24/09/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/385399/fernandez-juan-ignacio
Liga Argentina,JUAN IGNACIO RODRIGUEZ SUPPI,"RODRIGUEZ, J.",01/07/1991,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/384371/rodriguez-suppi-juan-ignacio
Liga Argentina,JUAN IGNACIO VIGNOLO,"VIGNOLO, J.",26/04/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/113598/vignolo-juan-ignacio
Liga Argentina,JUAN IGNACIO BELLOZAS,"BELLOZAS, J.",17/02/1993,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/148350/bellozas-juan-ignacio
Liga Argentina,JUAN IGNACIO LARRAZA,"LARRAZA, J.",26/12/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/171370/larraza-juan-ignacio
Liga Argentina,JUAN MARTIN BELLO,"BELLO, J.",06/01/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/272407/bello-juan-martin
Liga Argentina,JUAN MARTIN IBARRA,"IBARRA, J.",05/03/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/384359/ibarra-juan-martin
Liga Argentina,JUAN PABLO CORBERA,"CORBERA, J.",17/03/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/375119/corbera-juan-pablo
Liga Argentina,JUAN PEDRO LOPEZ,"LOPEZ, J.",20/11/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/109073/lopez-juan-pedro
Liga Argentina,JULIAN MAXIMILIANO LORCA GONZALEZ,"LORCA, J.",25/10/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/325059/lorca-gonzalez-julian-maximiliano
Liga Argentina,JUSTO JAVIER CATALIN,"CATALIN, J.",02/08/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/384104/catalin-justo-javier
Liga Argentina,KEIVER EDUARDO MARCANO LONGA,"MARCANO, K.",02/02/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/379812/marcano-longa-keiver-eduardo
Liga Argentina,LATRAIUS DEVARIS MOSLEY,"MOSLEY, L.",31/03/1990,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/328800/mosley-latraius-devaris
Liga Argentina,LAUREANO ZALIO BENKO,"ZALIO, L.",03/09/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/376942/zalio-benko-laureano
Liga Argentina,LAUTARO PIVIDORI,"PIVIDORI, L.",10/08/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/213888/pividori-lautaro
Liga Argentina,LAZARO MARTIN BERUATTO,"BERUATTO, L.",08/04/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/385932/beruatto-lazaro-martin
Liga Argentina,LEON ZARINI,"ZARINI, L.",16/07/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/113592/zarini-leon
Liga Argentina,LEONARDO ANDRES MAINOLDI,"MAINOLDI, L.",04/03/1985,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/385552/mainoldi-leonardo-andres
Liga Argentina,LEONEL GASTON LUNA,"LUNA, L.",15/08/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/217583/luna-leonel-gaston
Liga Argentina,LIONEL AGUSTIN GOMEZ LEPEZ,"GOMEZ, L.",26/11/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/233019/gomez-lepez-lionel-agustin
Liga Argentina,LISANDRO ANDRES FERNANDEZ,"FERNANDEZ, L.",19/01/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/384326/fernandez-lisandro-andres
Liga Argentina,LUCA GAGLIARDI,"GAGLIARDI, L.",11/11/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/66494/gagliardi-luca
Liga Argentina,LUCAS DI MUCCIO,"DI MUCCIO, L.",23/01/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/31721/di-muccio-lucas
Liga Argentina,LUCAS ANDRES MOHNEN VITABAR,"MOHNEN, L.",16/02/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/384453/mohnen-vitabar-lucas-andres
Liga Argentina,LUCAS GABRIEL GONZALEZ,"GONZALEZ, L.",26/01/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/153505/gonzalez-lucas-gabriel
Liga Argentina,LUCAS JOAQUIN MALDONADO,"MALDONADO, L.",11/05/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/90352/maldonado-lucas-joaquin
Liga Argentina,LUCIANO TAMBUCCI YABEN,"TAMBUCCI, L.",06/12/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/384248/tambucci-yaben-luciano
Liga Argentina,LUCIANO AUGUSTO CACERES COMELLI,"CACERES, L.",16/12/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/323443/caceres-comelli-luciano-augusto
Liga Argentina,LUCIANO JOAQUIN SILVA,"SILVA, L.",16/11/1996,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/272053/silva-luciano-joaquin
Liga Argentina,LUCIO CASTELLANI,"CASTELLANI, L.",21/11/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/381619/castellani-lucio
Liga Argentina,LUCIO LUCAS LONGONI,"LONGONI, L.",10/10/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/222299/longoni-lucio-lucas
Liga Argentina,LUCIO TOMAS REINAUDI,"REINAUDI, L.",16/06/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/382411/reinaudi-lucio-tomas
Liga Argentina,MANUEL IGLESIAS,"IGLESIAS, M.",12/09/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/2371/88950/211753/iglesias-manuel
Liga Argentina,MANUEL ALONSO,"ALONSO, M.",06/04/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/382128/alonso-manuel
Liga Argentina,MANUEL PEYRONNET,"PEYRONNET, M.",02/01/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/77628/peyronnet-manuel
Liga Argentina,MANUEL MARFIL,"MARFIL, M.",08/08/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/331715/marfil-manuel
Liga Argentina,MANUEL ALEJANDRO GOMEZ,"GOMEZ, M.",15/04/1996,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/381105/gomez-manuel-alejandro
Liga Argentina,MARCO ALESANDRO LUCHI,"LUCHI, M.",08/09/1992,https://www.laliganacional.com.ar/laligaargentina/jugador/1640/89000/209788/luchi-marco-alesandro
Liga Argentina,MARCOS DAVID PANOZZO,"PANOZZO, M.",25/11/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/362221/panozzo-marcos-david
Liga Argentina,MARIANO FERNANDEZ GAGO,"FERNANDEZ, M.",06/04/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/375122/fernandez-gago-mariano
Liga Argentina,MARIO JOSE GHERSETTI,"GHERSETTI, M.",16/10/1981,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/319330/ghersetti-mario-jose
Liga Argentina,MARTIN FRANCHINO,"FRANCHINO, M.",16/08/1993,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/219791/franchino-martin
Liga Argentina,MARTIN GENNARO FERREYRA MANSUTTI,"FERREYRA, M.",21/11/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/382982/ferreyra-mansutti-martin-gennaro
Liga Argentina,MARTIN MIGUEL GANDOY,"GANDOY, M.",03/03/1991,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/148458/gandoy-martin-miguel
Liga Argentina,MATEO RINCON,"RINCON, M.",25/03/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/387542/rincon-mateo
Liga Argentina,MATEO MACRINI,"MACRINI, M.",17/11/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/384444/macrini-mateo
Liga Argentina,MATEO AGUSTIN SANCHEZ MORO,"SANCHEZ, M.",07/11/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/225980/sanchez-moro-mateo-agustin
Liga Argentina,MATEO JOAQUIN OTERO,"OTERO, M.",02/06/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/328872/otero-mateo-joaquin
Liga Argentina,MATIAS CARNEGLIA,"CARNEGLIA, M.",27/04/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/113695/carneglia-matias
Liga Argentina,MATIAS DOMINE,"DOMINE, M.",18/02/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/207875/domine-matias
Liga Argentina,MATIAS CARNEGLIA,"CARNEGLIA, M.",27/04/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/410574/carneglia-matias
Liga Argentina,MATIAS ARIEL NUÑEZ,"NUÑEZ, M.",01/01/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/76389/nunez-matias-ariel
Liga Argentina,MATIAS EZEQUIEL CAIRE,"CAIRE, M.",07/08/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/319640/caire-matias-ezequiel
Liga Argentina,MATIAS EZEQUIEL CUELLO,"CUELLO, M.",02/02/1991,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/170406/cuello-matias-ezequiel
Liga Argentina,MATIAS EZEQUIEL LOPEZ,"LOPEZ, M.",18/04/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/326988/lopez-matias-ezequiel
Liga Argentina,MATIAS GABRIEL ARISTU,"ARISTU, M.",14/02/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1926/88731/380759/aristu-matias-gabriel
Liga Argentina,MATIAS GASTON CUEVA,"CUEVA, M.",20/05/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/323803/cueva-matias-gaston
Liga Argentina,MATÍAS  ARIEL BERNARDINI,"BERNARDINI, M.",11/01/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/384510/bernardini-matias-ariel
Liga Argentina,MATÍAS EZEQUIEL ACOSTA,"ACOSTA, M.",13/12/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1761/88912/380419/acosta-matias-ezequiel
Liga Argentina,MAXIMILIANO JUNIORS ACEVEDO,"ACEVEDO, M.",26/04/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/383459/acevedo-maximiliano-juniors
Liga Argentina,MAXIMO ANDRIOLI BLANC,"ANDRIOLI, M.",27/05/2010,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/166909/andrioli-blanc-maximo
Liga Argentina,MAXIMO ELIAN CASTILLO,"CASTILLO, M.",26/02/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/44/89166/329586/castillo-maximo-elian
Liga Argentina,MICHAEL IRVIN HENRY,"HENRY, M.",03/03/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/384818/henry-michael-irvin
Liga Argentina,MIKA TOMAS MONTOYA,"MONTOYA, M.",31/08/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2378/89306/94728/montoya-mika-tomas
Liga Argentina,NESTOR ALEXANDER LOPEZ ALLEBRANDT,"LOPEZ, N.",29/05/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/385891/lopez-allebrandt-nestor-alexander
Liga Argentina,NICOLAS HENRIQUES,"HENRIQUES, N.",04/02/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/379672/henriques-nicolas
Liga Argentina,NICOLAS REYNOSO,"REYNOSO, N.",24/02/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1458/90004/384881/reynoso-nicolas
Liga Argentina,NICOLAS ARIEL RODRIGUEZ,"RODRIGUEZ, N.",21/10/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/384451/rodriguez-nicolas-ariel
Liga Argentina,NICOLAS OSCAR PALETTA,"PALETTA, N.",14/11/1987,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/328631/paletta-nicolas-oscar
Liga Argentina,NICOLAS VALENTIN LENGYEL,"LENGYEL, N.",13/06/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2173/89141/181177/lengyel-nicolas-valentin
Liga Argentina,PABLO DAVID ALDERETE,"ALDERETE, P.",02/03/1993,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/378096/alderete-pablo-david
Liga Argentina,PABLO GABRIEL MENNICHELLI,"MENNICHELLI, P.",11/05/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/77657/mennichelli-pablo-gabriel
Liga Argentina,PASCUAL SANTINI,"SANTINI, P.",17/04/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1385/88713/89803/santini-pascual
Liga Argentina,PAULO CESAR SALAZAR CASTILLO,"SALAZAR, P.",03/10/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/384552/salazar-castillo-paulo-cesar
Liga Argentina,PEDRO RECALT FIGUEROA,"RECALT, P.",11/01/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/225115/recalt-figueroa-pedro
Liga Argentina,PEDRO PEREZ DISALVO,"PEREZ, P.",20/09/1989,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/384360/perez-disalvo-pedro
Liga Argentina,PIERO DI PRINZIO,"DI PRINZIO, P.",16/02/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/377822/di-prinzio-piero
Liga Argentina,RAFAEL EDMUNDO ROSENDE,"ROSENDE, R.",06/07/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/83/88998/272056/rosende-rafael-edmundo
Liga Argentina,RAUL HECTOR PELOROSSO,"PELOROSSO, R.",22/10/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2420/89448/324333/pelorosso-raul-hector
Liga Argentina,RENZO GIACONE,"GIACONE, R.",18/01/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/324109/giacone-renzo
Liga Argentina,ROBERT JAMARCUS WHITFIELD III,"WHITFIELD, R.",30/03/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/385838/whitfield-iii-robert-jamarcus
Liga Argentina,RODRIGO ANDRES ACUÑA,"ACUÑA, R.",16/07/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/319728/acuna-rodrigo-andres
Liga Argentina,RODRIGO HERNAN SANCHEZ,"SANCHEZ, R.",25/08/1989,https://www.laliganacional.com.ar/laligaargentina/jugador/1503/89514/384370/sanchez-rodrigo-hernan
Liga Argentina,ROQUEZ JEMEL JOHNSON,"JOHNSON, R.",10/10/1992,https://www.laliganacional.com.ar/laligaargentina/jugador/63/89430/385805/johnson-roquez-jemel
Liga Argentina,SALVADOR FALCO LEONARDI,"FALCO, S.",25/04/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/78008/falco-leonardi-salvador
Liga Argentina,SALVADOR IGNACIO BARACAT,"BARACAT, S.",07/10/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/276878/baracat-salvador-ignacio
Liga Argentina,SAMUEL VILLA TORO,"VILLA, S.",28/06/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1937/89802/271806/villa-toro-samuel
Liga Argentina,SANTIAGO FURLANETTO,"FURLANETTO, S.",27/12/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1420/89534/78009/furlanetto-santiago
Liga Argentina,SANTIAGO LOPEZ,"LOPEZ, S.",13/09/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1761/88912/267444/lopez-santiago
Liga Argentina,SANTIAGO MARTIN SIBULOVSKY,"SIBULOVSKY, S.",06/11/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1761/88912/385525/sibulovsky-santiago-martin
Liga Argentina,SANTIAGO NICOLAS LUDUEÑA,"LUDUEÑA, S.",13/11/1993,https://www.laliganacional.com.ar/laligaargentina/jugador/2377/88991/378086/luduena-santiago-nicolas
Liga Argentina,SANTINO MOGLIATI,"MOGLIATI, S.",15/08/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/2254/89216/384549/mogliati-santino
