liga,nombre_completo,nombre_abreviado,fecha_nacimiento,url_perfil
Liga Argentina,MATÍAS BUENANUEVA,"BUENANUEVA, M.",07/04/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/81442/buenanueva-matias
Liga Argentina,MAURICE TALBERT WALTON,"WALTON, M.",05/06/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/384228/walton-maurice-talbert
Liga Argentina,MAURO ARAUJO,"ARAUJO, M.",29/01/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/2168/88795/322866/araujo-mauro
Liga Argentina,MAXIMILIANO LIZARRAGA,"LIZARRAGA, M.",23/05/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/2043/89466/237995/lizarraga-maximiliano
Liga Argentina,MAXIMILIANO MARTIN,"MARTIN, M.",27/02/1990,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/273962/martin-maximiliano
Liga Argentina,MAXIMO GENITTI,"GENITTI, M.",28/10/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/381878/genitti-maximo
Liga Argentina,MAXIMO LOMELLO BAGNA,"LOMELLO, M.",09/03/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1670/89142/374364/lomello-bagna-maximo
Liga Argentina,MIGUEL ALFONSO CAICEDO BAZAN,"CAICEDO, M.",05/02/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1691/90125/384378/caicedo-bazan-miguel-alfonso
Liga Argentina,MILTON JAVIER VITTAR,"VITTAR, M.",13/02/1991,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/385929/vittar-milton-javier
Liga Argentina,MIRKO FEDERICO KOZAR,"KOZAR, M.",21/04/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/321364/kozar-mirko-federico
Liga Argentina,NAHUEL BUCHAILLOT,"BUCHAILLOT, N.",07/08/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/2043/89466/317432/buchaillot-nahuel
Liga Argentina,NAHUEL AGUSTIN FINO,"FINO, N.",28/09/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/110883/fino-nahuel-agustin
Liga Argentina,OCTAVIO JAVIER CHAVEZ,"CHAVEZ, O.",03/08/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/183706/chavez-octavio-javier
Liga Argentina,OCTAVIO RAUL LAGGER,"LAGGER, O.",26/08/1997,https://www.laliganacional.com.ar/laligaargentina/jugador/3075/91704/333310/lagger-octavio-raul
Liga Argentina,PABLO DANIEL OSORES,"OSORES, P.",29/08/1986,https://www.laliganacional.com.ar/laligaargentina/jugador/2168/88795/381701/osores-pablo-daniel
Liga Argentina,PABLO EZEQUIEL MARTINEZ,"MARTINEZ, P.",03/03/1991,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/271327/martinez-pablo-ezequiel
Liga Argentina,PATRICIO ALBERTO ARANDA,"ARANDA, P.",06/05/1989,https://www.laliganacional.com.ar/laligaargentina/jugador/1556/89037/165061/aranda-patricio-alberto
Liga Argentina,PEDRO EDWARDS,"EDWARDS, P.",19/09/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/97026/edwards-pedro
Liga Argentina,PHILLIP DOMINIQUE DANIEL LOCKETT,"LOCKETT, P.",13/03/1988,https://www.laliganacional.com.ar/laligaargentina/jugador/1435/89061/384556/lockett-phillip-dominique-daniel
Liga Argentina,RAFAEL BENJAMIN GARNICA AGUIRRE,"GARNICA, R.",28/02/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1883/89468/86944/garnica-aguirre-rafael-benjamin
Liga Argentina,RAMIRO RATTERO,"RATTERO, R.",04/08/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/385935/rattero-ramiro
Liga Argentina,RAMIRO GERMAN STEHLI,"STEHLI, R.",11/07/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/2729/89190/379619/stehli-ramiro-german
Liga Argentina,RAMIRO THOMAS MENDEZ ALVAREZ,"MENDEZ, R.",20/07/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/3075/91704/333531/mendez-alvarez-ramiro-thomas
Liga Argentina,RAYMON SCARLIN BASTARDO JOSE,"BASTARDO, R.",15/02/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/1435/89061/384543/bastardo-jose-raymon-scarlin
Liga Argentina,RENATO FONTANETTI,"FONTANETTI, R.",14/02/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/80333/fontanetti-renato
Liga Argentina,RENZO LEONEL ZAPATA GORDILLO,"ZAPATA, R.",12/01/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/81941/zapata-gordillo-renzo-leonel
Liga Argentina,ROMAN PERNUZZI,"PERNUZZI, R.",24/09/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1691/90125/282513/pernuzzi-roman
Liga Argentina,ROMULO GUSMAO COSTA,"GUSMAO, R.",01/10/1995,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/383914/gusmao-costa-romulo
Liga Argentina,SAHIR ABDALA,"ABDALA, S.",23/01/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/381897/abdala-sahir
Liga Argentina,SAMUEL EMMANUEL DESOUZA,"DESOUZA, S.",06/02/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/3075/91704/384949/desouza-samuel-emmanuel
Liga Argentina,SANTIAGO COSTA,"COSTA, S.",17/02/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1899/89511/383365/costa-santiago
Liga Argentina,SANTIAGO PINETTI,"PINETTI, S.",27/04/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/112538/pinetti-santiago
Liga Argentina,SANTIAGO ESTRADA,"ESTRADA, S.",05/03/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/320454/estrada-santiago
Liga Argentina,SANTIAGO BRUNO,"BRUNO, S.",28/09/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/382280/bruno-santiago
Liga Argentina,SANTIAGO CAPELLI,"CAPELLI, S.",28/07/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1556/89037/385984/capelli-santiago
Liga Argentina,SANTIAGO BRUERA,"BRUERA, S.",12/03/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/382279/bruera-santiago
Liga Argentina,SANTIAGO AGUSTIN LEZCANO,"LEZCANO, S.",31/03/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1435/89061/77523/lezcano-santiago-agustin
Liga Argentina,SANTIAGO ALBERTO PETTINAROLI,"PETTINAROLI, S.",01/09/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/225790/pettinaroli-santiago-alberto
Liga Argentina,SANTIAGO EMANUEL RATH,"RATH, S.",24/05/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/377239/rath-santiago-emanuel
Liga Argentina,SANTIAGO HUGO ALEMANNO AGÜERO,"ALEMANNO, S.",02/07/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/81481/alemanno-aguero-santiago-hugo
Liga Argentina,SANTIAGO JOAQUIN NESMAN IBAÑEZ,"NESMAN, S.",01/04/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2729/89190/379770/nesman-ibanez-santiago-joaquin
Liga Argentina,SANTIAGO RAMON IBARRA,"IBARRA, S.",10/09/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/2729/89190/379620/ibarra-santiago-ramon
Liga Argentina,SANTIAGO RUDDI CALDERON,"CALDERON, S.",12/12/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/271451/calderon-santiago-ruddi
Liga Argentina,SANTINO SCAVOLINI,"SCAVOLINI, S.",01/10/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1670/89142/290215/scavolini-santino
Liga Argentina,SEBASTIAN BRAIDA,"BRAIDA, S.",01/10/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/109250/braida-sebastian
Liga Argentina,SIMON CHEMEZ,"CHEMEZ, S.",21/12/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/2043/89466/276141/chemez-simon
Liga Argentina,SIMON ANDREW HUNT-RAMIREZ,"HUNT-RAMIREZ, S.",25/06/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/378895/hunt-ramirez-simon-andrew
Liga Argentina,STEFANO HANGLIN,"HANGLIN, S.",30/07/2007,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/346815/hanglin-stefano
Liga Argentina,THIAGO CHEMEZ,"CHEMEZ, T.",04/05/2003,https://www.laliganacional.com.ar/laligaargentina/jugador/1899/89511/150991/chemez-thiago
Liga Argentina,THIAGO  JOEL FUNES,"FUNES, T.",23/08/2008,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/157029/funes-thiago-joel
Liga Argentina,THIAGO AGUSTIN LLANOS LOBO,"LLANOS, T.",14/05/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/2168/88795/172918/llanos-lobo-thiago-agustin
Liga Argentina,THIAGO EMMANUEL ROCA,"ROCA, T.",08/06/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/2729/89190/379626/roca-thiago-emmanuel
Liga Argentina,THIAGO GABRIEL MASNAGHETTI GRIFELL,"MASNAGHETTI, T.",29/12/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/384536/masnaghetti-grifell-thiago-gabriel
Liga Argentina,TIAGO BIAVA,"BIAVA, T.",11/06/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/1691/90125/283554/biava-tiago
Liga Argentina,TIAGO MANUEL NISTAL,"NISTAL, T.",19/12/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/2729/89190/262327/nistal-tiago-manuel
Liga Argentina,TIZIANO ZAMIR ORTEGA FERNANDEZ,"ORTEGA, T.",07/07/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/385550/ortega-fernandez-tiziano-zamir
Liga Argentina,TOBIAS FABRICIO CRAVERO,"CRAVERO, T.",09/09/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/170000/cravero-tobias-fabricio
Liga Argentina,TOMAS VISPO,"VISPO, T.",15/07/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1670/89142/375403/vispo-tomas
Liga Argentina,TOMAS LIGORRIA,"LIGORRIA, T.",20/06/1994,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/374420/ligorria-tomas
Liga Argentina,TOMAS BOTTA,"BOTTA, T.",28/01/2000,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/381877/botta-tomas
Liga Argentina,TOMAS RAMALLO,"RAMALLO, T.",13/12/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/379683/ramallo-tomas
Liga Argentina,TOMAS RAGGIARDO,"RAGGIARDO, T.",21/01/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/384471/raggiardo-tomas
Liga Argentina,TOMAS DANIEL ALLENDE,"ALLENDE, T.",25/10/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/1435/89061/384541/allende-tomas-daniel
Liga Argentina,TOMAS MARIO LUDUEÑA,"LUDUEÑA, T.",15/02/1996,https://www.laliganacional.com.ar/laligaargentina/jugador/1789/90390/382481/luduena-tomas-mario
Liga Argentina,TOMAS PEDRO SAEZ DEMARIA,"SAEZ, T.",07/03/2009,https://www.laliganacional.com.ar/laligaargentina/jugador/3075/91704/333624/saez-demaria-tomas-pedro
Liga Argentina,TYRUS BUCKNER,"BUCKNER, T.",28/06/2001,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/385975/buckner-tyrus
Liga Argentina,VALENTIN JOEL GANDOLFO,"GANDOLFO, V.",12/08/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1654/89449/110910/gandolfo-valentin-joel
Liga Argentina,VALENTINO FERRI,"FERRI, V.",10/08/2006,https://www.laliganacional.com.ar/laligaargentina/jugador/1672/90339/390483/ferri-valentino
Liga Argentina,VALENTINO GIULIANO BARUA,"BARUA, V.",13/05/2004,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/271336/barua-valentino-giuliano
Liga Argentina,VICTOR EMIR PEREZ BARRIOS,"PEREZ, V.",04/03/2005,https://www.laliganacional.com.ar/laligaargentina/jugador/1836/89431/127999/perez-barrios-victor-emir
Liga Argentina,WALTER SEBASTIAN PUEBLA CRISTOFF,"PUEBLA, W.",17/08/1999,https://www.laliganacional.com.ar/laligaargentina/jugador/1691/90125/307887/puebla-cristoff-walter-sebastian
Liga Argentina,WILFREDO NICOLAS ALVAREZ,"ALVAREZ, W.",11/11/1998,https://www.laliganacional.com.ar/laligaargentina/jugador/2641/88803/159429/alvarez-wilfredo-nicolas
Liga Argentina,ZONDRICK VALA GARRETT II,"GARRETT, Z.",21/02/2002,https://www.laliganacional.com.ar/laligaargentina/jugador/1548/89562/384432/garrett-ii-zondrick-vala
Liga Femenina,SOFÍA ZAPKE AMEIJIDE,"ZAPKE, S.",22/09/1997,https://www.laliganacional.com.ar/lfb/jugador/932/89189/59902/zapke-ameijide-sofia
Liga Femenina,ABRIL AYLEN ROMAGNOLI,"ROMAGNOLI, A.",21/04/2002,https://www.laliganacional.com.ar/lfb/jugador/876/90005/184122/romagnoli-abril-aylen
Liga Femenina,ABRIL EILEEN FERNANDEZ,"FERNANDEZ, A.",16/09/2008,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/152414/fernandez-abril-eileen
Liga Femenina,ABRIL LOURDES FERNANDEZ,"FERNANDEZ, A.",22/01/2007,https://www.laliganacional.com.ar/lfb/jugador/893/88705/184081/fernandez-abril-lourdes
Liga Femenina,AGOSTINA PAOLA BURANI,"BURANI, A.",04/10/1991,https://www.laliganacional.com.ar/lfb/jugador/906/89437/66373/burani-agostina-paola
Liga Femenina,AGUEHIL ESTEFANI FAJARDO GIRAL,"FAJARDO, A.",06/10/1999,https://www.laliganacional.com.ar/lfb/jugador/874/89168/379369/fajardo-giral-aguehil-estefani
Liga Femenina,AGUSTINA MARIN,"MARIN, A.",06/01/2003,https://www.laliganacional.com.ar/lfb/jugador/874/89168/381128/marin-agustina
Liga Femenina,AGUSTINA HERNANDO,"HERNANDO, A.",23/02/2007,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/165964/hernando-agustina
Liga Femenina,AGUSTINA SOL GARCIA,"GARCIA, A.",14/06/1996,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/383303/garcia-agustina-sol
Liga Femenina,ALESSIA FRANCESCA REALE,"REALE, A.",17/07/2006,https://www.laliganacional.com.ar/lfb/jugador/874/89168/327008/reale-alessia-francesca
Liga Femenina,ALMA DEL CASTILLO,"DEL CASTILLO, A.",21/10/2006,https://www.laliganacional.com.ar/lfb/jugador/893/88705/184083/del-castillo-alma
Liga Femenina,ANA BELÉN BRITEZ RIVEROS,"BRITEZ, A.",28/11/2002,https://www.laliganacional.com.ar/lfb/jugador/932/89189/384028/britez-riveros-ana-belen
Liga Femenina,ANASTASIA SAENZ,"SAENZ, A.",25/01/1985,https://www.laliganacional.com.ar/lfb/jugador/874/89168/344555/saenz-anastasia
Liga Femenina,ANDREA DEL CARMEN VALDES CATALDO,"VALDES, A.",09/08/1997,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/386003/valdes-cataldo-andrea-del-carmen
Liga Femenina,ANGELINA GIACONE,"GIACONE, A.",15/09/2005,https://www.laliganacional.com.ar/lfb/jugador/874/89168/380092/giacone-angelina
Liga Femenina,ANTONELLA TRIMARCHI BARRIL,"TRIMARCHI, A.",20/02/2007,https://www.laliganacional.com.ar/lfb/jugador/932/89189/64868/trimarchi-barril-antonella
Liga Femenina,BERENICE SOLANGE LOPEZ,"LOPEZ, B.",23/01/1999,https://www.laliganacional.com.ar/lfb/jugador/893/88705/328751/lopez-berenice-solange
Liga Femenina,CAMILA AILEN LIGNAC,"LIGNAC, C.",24/11/2001,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/381612/lignac-camila-ailen
Liga Femenina,CAMILA ROCIO PERI,"PERI, C.",03/07/2000,https://www.laliganacional.com.ar/lfb/jugador/893/88705/61489/peri-camila-rocio
Liga Femenina,CANDELA FORESTO,"FORESTO, C.",05/06/1999,https://www.laliganacional.com.ar/lfb/jugador/906/89437/379049/foresto-candela
Liga Femenina,CANDELA PIEDRAS,"PIEDRAS, C.",15/10/2003,https://www.laliganacional.com.ar/lfb/jugador/893/88705/283666/piedras-candela
Liga Femenina,CANDELA GENTINETTA,"GENTINETTA, C.",18/03/2001,https://www.laliganacional.com.ar/lfb/jugador/906/89437/225294/gentinetta-candela
Liga Femenina,CANDELA LUJAN ROMERO,"ROMERO, C.",26/12/2009,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/166264/romero-candela-lujan
Liga Femenina,CARLA ALEJANDRA MICULKA,"MICULKA, C.",06/04/1993,https://www.laliganacional.com.ar/lfb/jugador/932/89189/57500/miculka-carla-alejandra
Liga Femenina,CHARO LERTORA,"LERTORA, C.",17/11/2000,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/383288/lertora-charo
Liga Femenina,CLARA REMOLINA,"REMOLINA, C.",25/11/2008,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/232441/remolina-clara
Liga Femenina,DAGMAR HENTSCHEL,"HENTSCHEL, D.",02/02/2005,https://www.laliganacional.com.ar/lfb/jugador/906/89437/74550/hentschel-dagmar
Liga Femenina,DAIANA MICAELA TEN,"TEN , D.",07/08/1989,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/385994/ten-daiana-micaela
Liga Femenina,DALMA MARIA ITATI PIRI,"PIRI, D.",05/01/2001,https://www.laliganacional.com.ar/lfb/jugador/876/90005/274929/piri-dalma-maria-itati
Liga Femenina,DELFINA GENTINETTA,"GENTINETTA, D.",03/06/2004,https://www.laliganacional.com.ar/lfb/jugador/906/89437/308548/gentinetta-delfina
Liga Femenina,DELFINA SARAVIA,"SARAVIA, D.",19/05/2003,https://www.laliganacional.com.ar/lfb/jugador/932/89189/62988/saravia-delfina
Liga Femenina,EMA BALDO,"BALDO, E.",14/10/2006,https://www.laliganacional.com.ar/lfb/jugador/906/89437/328756/baldo-ema
Liga Femenina,FIAMMA MILAGROS SOLIS,"SOLIS, F.",27/02/2007,https://www.laliganacional.com.ar/lfb/jugador/906/89437/228012/solis-fiamma-milagros
Liga Femenina,FLORENCIA LOSADA,"LOSADA, F.",07/09/2010,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/150536/losada-florencia
Liga Femenina,FLORENCIA BRAGADO,"BRAGADO, F.",16/10/2007,https://www.laliganacional.com.ar/lfb/jugador/932/89189/328968/bragado-florencia
Liga Femenina,FLORENCIA NATALIA CHAGAS,"CHAGAS, F.",27/06/2001,https://www.laliganacional.com.ar/lfb/jugador/906/89437/317412/chagas-florencia-natalia
Liga Femenina,FLORENCIA SOLEDAD FERNANDEZ,"FERNANDEZ, F.",16/04/1986,https://www.laliganacional.com.ar/lfb/jugador/876/90005/227147/fernandez-florencia-soledad
Liga Femenina,FLORENCIA YEXALEM GALBAN,"GALBAN, F.",14/05/1999,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/174925/galban-florencia-yexalem
Liga Femenina,FRANCISCA CANELLO NOVELLI,"CANELLO, F.",24/02/2009,https://www.laliganacional.com.ar/lfb/jugador/932/89189/391229/canello-novelli-francisca
Liga Femenina,GIULIANA NATALIA BACCARELLI,"BACCARELLI, G.",22/05/2003,https://www.laliganacional.com.ar/lfb/jugador/876/90005/377535/baccarelli-giuliana-natalia
Liga Femenina,GUADALUPE CHIAPPELLA,"CHIAPPELLA, G.",05/02/2009,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/386027/chiappella-guadalupe
Liga Femenina,GUADALUPE SOFIA MORSUCCI NIETO,"MORSUCCI, G.",31/03/2009,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/152794/morsucci-nieto-guadalupe-sofia
Liga Femenina,GUADALUPE SOL DEMARSICO,"DEMARSICO, G.",25/01/2004,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/309419/demarsico-guadalupe-sol
Liga Femenina,HANNA FLORENCIA QUINTERO,"QUINTERO, H.",23/08/2008,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/285536/quintero-hanna-florencia
Liga Femenina,IARA NAVARRO,"NAVARRO, I.",23/07/2002,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/381595/navarro-iara
Liga Femenina,IARA NAHIR MIJAL PARRA SOTO,"PARRA, I.",18/09/2001,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/223633/parra-soto-iara-nahir-mijal
Liga Femenina,JAVIERA PAZ CAMPOS TAPIA,"CAMPOS, J.",05/07/2002,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/386023/campos-tapia-javiera-paz
Liga Femenina,JAZMIN HERRERA,"HERRERA, J.",25/02/2007,https://www.laliganacional.com.ar/lfb/jugador/874/89168/327158/herrera-jazmin
Liga Femenina,JOSEFINA RIVERA GAYOSO,"RIVERA, J.",28/12/1998,https://www.laliganacional.com.ar/lfb/jugador/876/90005/385675/rivera-gayoso-josefina
Liga Femenina,JOSEFINA RENATA CORTES MONTECINOS,"CORTES, J.",16/10/1998,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/382912/cortes-montecinos-josefina-renata
Liga Femenina,JUANA MARIA TAPIA,"TAPIA, J.",17/02/2006,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/155095/tapia-juana-maria
Liga Femenina,JULIA FERNANDEZ,"FERNANDEZ, J.",14/08/2004,https://www.laliganacional.com.ar/lfb/jugador/876/90005/184115/fernandez-julia
Liga Femenina,JULIA MARTINA BOSQUE,"BOSQUE, J.",03/01/2006,https://www.laliganacional.com.ar/lfb/jugador/906/89437/228019/bosque-julia-martina
Liga Femenina,JULIETA TELL,"TELL, J.",19/02/1993,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/258682/tell-julieta
Liga Femenina,JULIETA PEREZ COSTA,"PEREZ, J.",15/07/1997,https://www.laliganacional.com.ar/lfb/jugador/893/88705/382754/perez-costa-julieta
Liga Femenina,JULIETA ZOTARELLI,"ZOTARELLI, J.",02/11/1998,https://www.laliganacional.com.ar/lfb/jugador/893/88705/382253/zotarelli-julieta
Liga Femenina,JULIETA BEATRIZ IBARRA DE LA VEGA,"IBARRA, J.",27/11/1998,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/258419/ibarra-de-la-vega-julieta-beatriz
Liga Femenina,JULIETA BELEN ALE,"ALE , J.",29/09/1995,https://www.laliganacional.com.ar/lfb/jugador/874/89168/327160/ale-julieta-belen
Liga Femenina,JULIETA BELEN VAZQUEZ,"VAZQUEZ, J.",28/01/1993,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/57245/vazquez-julieta-belen
Liga Femenina,JULIETA GISELLE ARMESTO,"ARMESTO, J.",22/04/1994,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/66418/armesto-julieta-giselle
Liga Femenina,KIARA THAIS ANFUSO,"ANFUSO, K.",18/01/2005,https://www.laliganacional.com.ar/lfb/jugador/874/89168/186093/anfuso-kiara-thais
Liga Femenina,LAILA RAVIOLO,"RAVIOLO, L.",13/01/2000,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/324988/raviolo-laila
Liga Femenina,LARA TRIBOULEY,"TRIBOULEY, L.",02/01/2004,https://www.laliganacional.com.ar/lfb/jugador/876/90005/383182/tribouley-lara
Liga Femenina,LOURDES NAZARENA BRIONES PAVON,"BRIONES, L.",22/01/2005,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/362919/briones-pavon-lourdes-nazarena
Liga Femenina,LUCIANA DELABARBA,"DELABARBA, L.",29/03/1997,https://www.laliganacional.com.ar/lfb/jugador/874/89168/327329/delabarba-luciana
Liga Femenina,LUCILA SAMPIETRO,"SAMPIETRO, L.",08/09/2003,https://www.laliganacional.com.ar/lfb/jugador/876/90005/184121/sampietro-lucila
Liga Femenina,LUNA LISA CAO,"CAO , L.",25/01/2004,https://www.laliganacional.com.ar/lfb/jugador/874/89168/327739/cao-luna-lisa
Liga Femenina,LUZ ANDUJAR,"ANDUJAR, L.",16/07/2005,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/224290/andujar-luz
Liga Femenina,MAGALI VILCHES,"VILCHES, M.",01/06/2002,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/381600/vilches-magali
Liga Femenina,MAITE CUENOS ELIZALDE,"CUENOS, M.",06/04/2010,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/150525/cuenos-elizalde-maite
Liga Femenina,MAITENA ARIADNA MERINO PARRA,"MERINO, M.",26/08/2005,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/206522/merino-parra-maitena-ariadna
Liga Femenina,MALENA LOPEZ,"LOPEZ, M.",10/09/2008,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/205299/lopez-malena
Liga Femenina,MALENA PILAR PEREZ TOSTO,"PEREZ, M.",28/03/2007,https://www.laliganacional.com.ar/lfb/jugador/932/89189/75055/perez-tosto-malena-pilar
Liga Femenina,MANUELA CELINA GONZALEZ,"GONZALEZ, M.",03/12/2009,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/382269/gonzalez-manuela-celina
Liga Femenina,MARGARETH WANDA PADILLA LIJERON,"PADILLA, M.",15/02/2003,https://www.laliganacional.com.ar/lfb/jugador/906/89437/66657/padilla-lijeron-margareth-wanda
Liga Femenina,MARIA DRAGOTTO SCAVONE,"DRAGOTTO, M.",29/06/2007,https://www.laliganacional.com.ar/lfb/jugador/874/89168/386230/dragotto-scavone-maria
Liga Femenina,MARIA AGUSTINA JOURDHEUIL,"JOURDHEUIL, M.",01/06/1994,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/371231/jourdheuil-maria-agustina
Liga Femenina,MARIA FLORENCIA MARTINEZ,"MARTINEZ, M.",05/09/1994,https://www.laliganacional.com.ar/lfb/jugador/932/89189/58284/martinez-maria-florencia
Liga Femenina,MARTINA TORRES PASSEGGI,"TORRES, M.",03/02/2002,https://www.laliganacional.com.ar/lfb/jugador/1510/90448/385895/torres-passeggi-martina
Liga Femenina,MARTINA SCHUNK,"SCHUNK, M.",02/02/2004,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/149308/schunk-martina
Liga Femenina,MARTINA CAMILA GUTIERREZ,"GUTIERREZ, M.",19/04/2004,https://www.laliganacional.com.ar/lfb/jugador/1508/91269/287505/gutierrez-martina-camila
Liga Femenina,MARTINA SOL CHOVER,"CHOVER, M.",15/08/2007,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/232678/chover-martina-sol
Liga Femenina,MARTINA VALERIA SCIAN,"SCIAN, M.",06/09/2000,https://www.laliganacional.com.ar/lfb/jugador/893/88705/61644/scian-martina-valeria
Liga Femenina,MARTINA VICTORIA MARCIAL,"MARCIAL, M.",05/05/2007,https://www.laliganacional.com.ar/lfb/jugador/1051/88996/64945/marcial-martina-victoria
Liga Femenina,MARÍA SOL LAVIERO,"LAVIERO, M.",28/05/1996,https://www.laliganacional.com.ar/lfb/jugador/932/89189/59185/laviero-maria-sol
Liga Femenina,MELANIE GISELA DELSART IZAGUIRRE,"DELSART, M.",29/04/2003,https://www.laliganacional.com.ar/lfb/jugador/1385/88919/174599/delsart-izaguirre-melanie-gisela
Liga Femenina,MELODY ABRIL OSUNA,"OSUNA, M.",12/12/2004,https://www.laliganacional.com.ar/lfb/jugador/876/90005/272822/osuna-melody-abril
