Fecha,Condicion equipos,Equipo,Rival,Número Camiseta,Apellido,Nombre,Nombre completo,Segundos jugados,Tiempo jugado (mm:ss),Puntos,T2A,T2I,T2%,T3A,T3I,T3%,T1A,T1I,T1%,DReb,OReb,TReb,Asistencias,Recuperos,Perdidas,Tapones cometidos,Tapones recibidos,Faltas Cometidas,Faltas Recibidas,Valoracion,Ganado,Estadio,IdPartido,Etapa,Titular,Plus/minus
12/12/2025,LOCAL,URU,ECU,4,PASTRANA,MANUEL,"PASTRANA, M.",777,12:57,17,2,4,50.0,4,5,80.0,1,2,50.0,2,0,2,0,4,1,0,0,0,1,18,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,11
12/12/2025,LOCAL,URU,ECU,5,IZUIBEJERES,FACUNDO,"IZUIBEJERES, F.",435,7:15,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,1,1,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,3
12/12/2025,LOCAL,URU,ECU,8,CRUZ,FEDERICO,"CRUZ, F.",1000,16:40,9,3,7,42.9,1,1,100.0,0,0,0.0,5,0,5,2,1,1,0,0,0,1,12,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,14
12/12/2025,LOCAL,URU,ECU,10,GOMEZ,LAUTARO,"GOMEZ, L.",1075,17:55,7,2,4,50.0,0,1,0.0,3,3,100.0,3,2,5,0,1,0,0,0,1,3,10,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,1
12/12/2025,LOCAL,URU,ECU,11,TESTA,NICOLAS,"TESTA, N.",804,13:24,10,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0,0,2,3,1,0,1,0,8,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,12
12/12/2025,LOCAL,URU,ECU,13,RAMÍREZ,VALENTINO,"RAMÍREZ, V.",1066,17:46,2,1,2,50.0,0,2,0.0,0,0,0.0,2,1,3,1,1,2,0,0,1,0,2,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,19
12/12/2025,LOCAL,URU,ECU,15,VENET,GABRIEL,"VENET, G.",910,15:10,7,3,4,75.0,0,2,0.0,1,2,50.0,2,0,2,2,0,3,0,0,1,5,4,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,2
12/12/2025,LOCAL,URU,ECU,19,FATA,GABRIEL,"FATA, G.",1253,20:53,5,2,3,66.7,0,6,0.0,1,2,50.0,2,0,2,5,1,1,0,0,1,1,4,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,15
12/12/2025,LOCAL,URU,ECU,21,MICHAELSSON,THIAGO,"MICHAELSSON, T.",1354,22:34,1,0,6,0.0,0,1,0.0,1,2,50.0,0,2,2,3,1,0,0,0,1,2,-1,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,12
12/12/2025,LOCAL,URU,ECU,22,OROZCO,LUCAS,"OROZCO, L.",1350,22:30,2,1,3,33.3,0,2,0.0,0,0,0.0,3,1,4,3,2,2,0,0,1,0,5,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,20
12/12/2025,LOCAL,URU,ECU,29,GUZZETTI,JUAN,"GUZZETTI, J.",716,11:56,4,2,3,66.7,0,0,0.0,0,0,0.0,3,2,5,1,0,3,0,0,2,0,6,1,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-3
12/12/2025,VISITANTE,ECU,URU,1,CEVALLOS,MICHAEL,"CEVALLOS, M.",961,16:1,6,1,2,50.0,1,3,33.3,1,2,50.0,3,2,5,1,2,5,0,0,2,1,5,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,-13
12/12/2025,VISITANTE,ECU,URU,2,CASTILLO,JUAN,"CASTILLO, J.",1682,28:2,11,2,3,66.7,2,11,18.2,1,2,50.0,4,0,4,3,1,3,0,0,0,3,5,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,-5
12/12/2025,VISITANTE,ECU,URU,7,DAZA,JOSÉ,"DAZA, J.",645,10:45,2,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,1,4,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-23
12/12/2025,VISITANTE,ECU,URU,10,ZAMBRANO,ALHAN,"ZAMBRANO, A.",729,12:9,0,0,0,0.0,0,2,0.0,0,0,0.0,1,0,1,1,0,3,0,0,0,0,-3,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-18
12/12/2025,VISITANTE,ECU,URU,12,MANJARRES,RODRIGO,"MANJARRES, R.",598,9:58,3,0,0,0.0,0,0,0.0,3,4,75.0,1,1,2,0,1,0,0,0,1,2,5,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,8
12/12/2025,VISITANTE,ECU,URU,13,MINA,JAHIR,"MINA, J.",481,8:1,5,1,3,33.3,1,4,25.0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,2,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-6
12/12/2025,VISITANTE,ECU,URU,14,NOBOA,FELIPE,"NOBOA, F.",1807,30:7,7,2,6,33.3,1,5,20.0,0,0,0.0,3,2,5,0,2,3,0,0,1,0,3,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,-22
12/12/2025,VISITANTE,ECU,URU,15,IBARRA,ISMAEL,"IBARRA, I.",449,7:29,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,1,2,1,0,2,0,1,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-1
12/12/2025,VISITANTE,ECU,URU,23,QUIÑONEZ,ADAIR,"QUIÑONEZ, A.",1746,29:6,12,4,8,50.0,0,2,0.0,4,6,66.7,2,4,6,0,1,2,3,0,3,4,12,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,-22
12/12/2025,VISITANTE,ECU,URU,32,COROZO,JEREMY,"COROZO, J.",1597,26:37,4,2,4,50.0,0,0,0.0,0,0,0.0,7,1,8,1,1,2,1,0,1,1,11,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,1,3
12/12/2025,VISITANTE,ECU,URU,33,REYES,DEIVIS,"REYES, D.",165,2:45,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-10
12/12/2025,VISITANTE,ECU,URU,48,VARGAS,LHEYDER,"VARGAS, L.",1141,19:1,6,3,5,60.0,0,0,0.0,0,0,0.0,4,0,4,2,3,4,0,0,3,0,9,0,"Estadio Primero de Marzo, Asunción",125525,Grupo A,0,-6
12/12/2025,LOCAL,COL,ARG,4,SANCHEZ,ALEJANDRO,"SANCHEZ, A.",136,2:16,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,0
12/12/2025,LOCAL,COL,ARG,5,RESTREPO,LEONARDO,"RESTREPO, L.",2126,35:26,9,0,1,0.0,3,10,30.0,0,0,0.0,5,2,7,1,2,2,0,0,3,0,9,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,-10
12/12/2025,LOCAL,COL,ARG,6,BROWN,SALOMON,"BROWN, S.",881,14:41,2,1,2,50.0,0,0,0.0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,4,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,-11
12/12/2025,LOCAL,COL,ARG,7,BERNAL,MATTHEW,"BERNAL, M.",2264,37:44,21,8,13,61.5,0,1,0.0,5,8,62.5,2,0,2,4,3,1,0,0,3,6,20,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,-9
12/12/2025,LOCAL,COL,ARG,8,SUAREZ,EZEKIEL,"SUAREZ, E.",1733,28:53,12,0,3,0.0,2,6,33.3,6,7,85.7,6,1,7,1,0,4,2,0,3,6,10,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,1
12/12/2025,LOCAL,COL,ARG,10,MATEUS,ANDRES,"MATEUS, A.",1464,24:24,5,2,4,50.0,0,0,0.0,1,3,33.3,3,2,5,1,1,2,0,0,3,2,6,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,3
12/12/2025,LOCAL,COL,ARG,14,CAICEDO,YANSEM,"CAICEDO, Y.",719,11:59,2,1,4,25.0,0,0,0.0,0,0,0.0,2,1,3,2,1,1,0,0,1,0,4,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,-5
12/12/2025,LOCAL,COL,ARG,24,HERNANDEZ,ANDRES,"HERNANDEZ, A.",1111,18:31,11,2,5,40.0,2,4,50.0,1,2,50.0,2,0,2,1,1,1,0,0,4,2,8,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,-4
12/12/2025,LOCAL,COL,ARG,32,RIOS,SANTIAGO,"RIOS, S.",414,6:54,3,0,2,0.0,1,3,33.3,0,0,0.0,0,0,0,0,0,1,0,0,2,1,-2,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,-2
12/12/2025,LOCAL,COL,ARG,59,BETANCURT,JULIAN,"BETANCURT, J.",945,15:45,4,1,4,25.0,0,1,0.0,2,2,100.0,0,1,1,1,0,0,0,0,5,1,2,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,-3
12/12/2025,LOCAL,COL,ARG,83,OROZCO,ANGEL,"OROZCO, A.",207,3:27,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,3,0,0,0,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,-5
12/12/2025,VISITANTE,ARG,COL,2,PETTOVELLO,BENJAMIN,"PETTOVELLO, B.",1166,19:26,5,2,5,40.0,0,1,0.0,1,2,50.0,4,4,8,2,1,4,0,0,5,3,7,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,5
12/12/2025,VISITANTE,ARG,COL,4,HERNANDEZ,MANUEL,"HERNANDEZ, M.",1657,27:37,6,1,6,16.7,1,6,16.7,1,2,50.0,2,4,6,1,2,0,0,0,2,3,4,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,-1
12/12/2025,VISITANTE,ARG,COL,5,CORNALIS,FACUNDO,"CORNALIS, F.",298,4:58,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,-3
12/12/2025,VISITANTE,ARG,COL,6,GOBETTI,BAUTISTA,"GOBETTI, B.",1187,19:47,2,1,2,50.0,0,2,0.0,0,0,0.0,3,0,3,1,0,0,0,0,1,1,3,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,11
12/12/2025,VISITANTE,ARG,COL,7,TORRENS,ELIAS,"TORRENS, E.",964,16:4,5,2,4,50.0,0,0,0.0,1,2,50.0,4,3,7,0,0,3,1,0,1,2,7,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,2
12/12/2025,VISITANTE,ARG,COL,8,AMAN,GONZALO,"AMAN, G.",876,14:36,6,3,4,75.0,0,2,0.0,0,3,0.0,3,0,3,2,1,3,0,0,3,2,3,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,0
12/12/2025,VISITANTE,ARG,COL,9,CELIZ,JOAQUIN,"CELIZ, J.",731,12:11,2,0,3,0.0,0,1,0.0,2,2,100.0,1,1,2,3,0,0,0,0,1,2,3,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,3
12/12/2025,VISITANTE,ARG,COL,10,CAUMO,JOAQUIN,"CAUMO, J.",1073,17:53,24,2,3,66.7,2,5,40.0,14,16,87.5,2,2,4,1,2,1,0,0,1,7,24,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,6
12/12/2025,VISITANTE,ARG,COL,11,MORAVANSKY,ROMAN,"MORAVANSKY, R.",1235,20:35,0,0,0,0.0,0,3,0.0,0,0,0.0,3,0,3,1,0,2,0,0,0,0,-1,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,3
12/12/2025,VISITANTE,ARG,COL,12,FESSIA,MATEO,"FESSIA, M.",957,15:57,7,2,3,66.7,0,0,0.0,3,4,75.0,5,2,7,4,1,1,0,0,3,3,16,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,7
12/12/2025,VISITANTE,ARG,COL,14,PETTINAROLI,SANTIAGO,"PETTINAROLI, S.",1587,26:27,21,3,4,75.0,4,9,44.4,3,4,75.0,4,3,7,2,0,3,2,0,1,4,22,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,1,10
12/12/2025,VISITANTE,ARG,COL,15,MARQUEZ,JUAN,"MARQUEZ, J.",270,4:30,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125526,Grupo A,0,2
10/12/2025,LOCAL,PAR,VEN,81,CUELLAR,EZEQUIEL,"CUELLAR, E.",767,12:47,5,1,1,100.0,1,2,50.0,0,0,0.0,1,1,2,2,0,1,0,0,1,0,7,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,3
10/12/2025,LOCAL,PAR,VEN,55,MOLINAS,JOSE,"MOLINAS, J.",178,2:58,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,0
10/12/2025,LOCAL,PAR,VEN,34,GIMENEZ,MAXIMILIANO,"GIMENEZ, M.",1238,20:38,0,0,1,0.0,0,4,0.0,0,0,0.0,8,0,8,2,2,2,1,0,1,0,6,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,8
10/12/2025,LOCAL,PAR,VEN,21,GONZALEZ,NESTOR,"GONZALEZ, N.",1975,32:55,15,7,13,53.8,0,0,0.0,1,1,100.0,8,3,11,1,2,3,2,0,3,4,22,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,13
10/12/2025,LOCAL,PAR,VEN,15,HACHEN,RICHARD,"HACHEN, R.",108,1:48,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-5
10/12/2025,LOCAL,PAR,VEN,14,ESCURRA,MAURICIO,"ESCURRA, M.",2251,37:31,14,4,11,36.4,2,5,40.0,0,2,0.0,8,2,10,4,0,5,0,0,3,3,11,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,11
10/12/2025,LOCAL,PAR,VEN,10,DOMINGUEZ,EVERT,"DOMINGUEZ, E.",58,0:58,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-2
10/12/2025,LOCAL,PAR,VEN,9,VAZQUEZ,JUAN,"VAZQUEZ, J.",230,3:50,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,2,0,0,0,1,-1,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-3
10/12/2025,LOCAL,PAR,VEN,7,IRALA,MATEO,"IRALA, M.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,0
10/12/2025,LOCAL,PAR,VEN,6,TALAVERA,ALEJANDRO,"TALAVERA, A.",2112,35:12,13,0,2,0.0,4,10,40.0,1,2,50.0,5,0,5,4,1,3,0,0,4,4,11,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,14
10/12/2025,LOCAL,PAR,VEN,5,VERA,LUIS,"VERA, L.",1618,26:58,14,5,10,50.0,1,6,16.7,1,3,33.3,2,3,5,2,1,1,0,0,4,3,9,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-3
10/12/2025,LOCAL,PAR,VEN,3,RADICE,ROBERTO,"RADICE, R.",1465,24:25,6,1,3,33.3,1,5,20.0,1,2,50.0,0,4,4,2,3,1,0,0,0,5,7,1,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,9
10/12/2025,VISITANTE,VEN,PAR,3,VASQUEZ,JULIO,"VASQUEZ, J.",744,12:24,4,1,5,20.0,0,1,0.0,2,4,50.0,5,3,8,0,1,4,1,0,1,4,3,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-1
10/12/2025,VISITANTE,VEN,PAR,2,TORRES,DEIKER,"TORRES, D.",984,16:24,5,1,5,20.0,1,4,25.0,0,2,0.0,0,2,2,3,1,3,0,0,2,3,-1,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,6
10/12/2025,VISITANTE,VEN,PAR,4,SEGOVIA,RICHARD,"SEGOVIA, R.",1112,18:32,11,3,4,75.0,1,3,33.3,2,3,66.7,1,0,1,2,3,0,0,0,0,1,13,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-14
10/12/2025,VISITANTE,VEN,PAR,7,LARA,JOSE,"LARA, J.",884,14:44,0,0,4,0.0,0,3,0.0,0,0,0.0,3,1,4,0,0,1,0,0,2,1,-4,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-9
10/12/2025,VISITANTE,VEN,PAR,9,PERDOMO,JUAN,"PERDOMO, J.",1711,28:31,9,3,8,37.5,1,5,20.0,0,0,0.0,2,1,3,0,2,3,0,0,1,0,2,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-14
10/12/2025,VISITANTE,VEN,PAR,12,MIQUILARENO,GABRIEL,"MIQUILARENO, G.",183,3:3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,4
10/12/2025,VISITANTE,VEN,PAR,14,GUTIERREZ,KEVIN,"GUTIERREZ, K.",1723,28:43,11,3,10,30.0,1,4,25.0,2,6,33.3,5,3,8,3,3,1,0,0,3,3,10,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-5
10/12/2025,VISITANTE,VEN,PAR,18,ANILLO,WILLIAMS,"ANILLO, W.",1203,20:3,8,2,4,50.0,1,3,33.3,1,1,100.0,3,1,4,1,1,4,0,0,3,2,6,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,6
10/12/2025,VISITANTE,VEN,PAR,20,MONTERO,ISAAC,"MONTERO, I.",1331,22:11,4,1,2,50.0,0,0,0.0,2,2,100.0,6,2,8,1,1,0,1,0,2,1,14,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,4
10/12/2025,VISITANTE,VEN,PAR,23,NIÑO,SAMUEL,"NIÑO, S.",1184,19:44,4,2,4,50.0,0,1,0.0,0,0,0.0,2,3,5,0,1,2,0,0,2,1,5,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-18
10/12/2025,VISITANTE,VEN,PAR,26,SOTO,DIEGO,"SOTO, D.",562,9:22,2,1,2,50.0,0,0,0.0,0,1,0.0,2,0,2,2,0,2,0,0,2,2,2,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,0,-1
10/12/2025,VISITANTE,VEN,PAR,51,CARRIZO,JOSE,"CARRIZO, J.",379,6:19,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125527,Grupo B,1,-3
10/12/2025,LOCAL,BRA,CHI,50,SANTOS,EDUARDO,"SANTOS, E.",1024,17:4,16,5,6,83.3,1,3,33.3,3,8,37.5,0,1,1,2,2,0,0,0,3,5,13,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,20
10/12/2025,LOCAL,BRA,CHI,45,SANTOS,ISAIAH,"SANTOS, I.",1239,20:39,19,5,9,55.6,2,6,33.3,3,6,50.0,4,7,11,2,1,0,1,0,0,3,23,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,15
10/12/2025,LOCAL,BRA,CHI,33,FERREIRA,CRISTIAN,"FERREIRA, C.",1471,24:31,4,2,5,40.0,0,0,0.0,0,0,0.0,0,8,8,2,1,2,3,0,1,0,13,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,8
10/12/2025,LOCAL,BRA,CHI,25,SOUZA,PEDRO,"SOUZA, P.",1255,20:55,14,3,7,42.9,2,5,40.0,2,3,66.7,4,0,4,5,2,1,0,0,0,3,16,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,19
10/12/2025,LOCAL,BRA,CHI,14,NEVES,JOAO,"NEVES, J.",1488,24:48,9,3,4,75.0,1,9,11.1,0,0,0.0,8,1,9,3,0,0,2,0,1,0,14,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,13
10/12/2025,LOCAL,BRA,CHI,11,BANDIERA,JOÃO,"BANDIERA, J.",676,11:16,6,0,1,0.0,2,4,50.0,0,0,0.0,2,0,2,2,0,2,0,0,0,0,5,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,13
10/12/2025,LOCAL,BRA,CHI,10,MELO,PIETRO,"MELO, P.",1521,25:21,17,0,1,0.0,5,9,55.6,2,3,66.7,1,0,1,3,1,2,0,0,1,1,14,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,16
10/12/2025,LOCAL,BRA,CHI,8,FERNANDES,JOAO GABRIEL,"FERNANDES, J.",814,13:34,3,0,1,0.0,1,5,20.0,0,0,0.0,3,1,4,0,0,0,2,0,2,0,4,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,6
10/12/2025,LOCAL,BRA,CHI,6,ALVES,PEDRO,"ALVES, P.",506,8:26,4,2,2,100.0,0,0,0.0,0,0,0.0,2,2,4,1,1,1,1,0,3,0,10,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,10
10/12/2025,LOCAL,BRA,CHI,3,NASCIMENTO,MATHEUS,"NASCIMENTO, M.",1185,19:45,5,1,2,50.0,1,8,12.5,0,0,0.0,0,5,5,4,0,0,0,0,2,1,6,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,3
10/12/2025,LOCAL,BRA,CHI,2,MATHIAS,CAIO,"MATHIAS, C.",399,6:39,0,0,0,0.0,0,1,0.0,0,0,0.0,1,1,2,1,2,2,0,0,1,1,2,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,11
10/12/2025,LOCAL,BRA,CHI,99,DE RINALDE,JOÃO MARCELO,"DE RINALDE, J.",423,7:3,2,1,2,50.0,0,0,0.0,0,0,0.0,2,2,4,0,0,0,0,0,0,1,5,1,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,11
10/12/2025,VISITANTE,CHI,BRA,0,MUSRRI,LUIS,"MUSRRI, L.",872,14:32,5,2,7,28.6,0,3,0.0,1,2,50.0,0,2,2,2,0,1,0,0,0,1,-1,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,-22
10/12/2025,VISITANTE,CHI,BRA,1,PACHANO,GABRIEL,"PACHANO, G.",888,14:48,15,2,3,66.7,3,6,50.0,2,2,100.0,2,0,2,2,0,1,0,0,0,1,14,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,4
10/12/2025,VISITANTE,CHI,BRA,2,LA RIVERA,TOMAS,"LA RIVERA, T.",1140,19:0,2,1,1,100.0,0,1,0.0,0,0,0.0,1,0,1,1,0,1,0,0,1,0,2,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,-14
10/12/2025,VISITANTE,CHI,BRA,3,CASTRO,MATEO,"CASTRO, M.",1081,18:1,12,1,1,100.0,3,4,75.0,1,2,50.0,2,3,5,2,1,1,1,0,2,1,18,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,-9
10/12/2025,VISITANTE,CHI,BRA,4,HITSCHFELD,MATHIAS,"HITSCHFELD, M.",450,7:30,1,0,2,0.0,0,1,0.0,1,2,50.0,0,0,0,2,1,1,0,0,0,1,-1,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,-2
10/12/2025,VISITANTE,CHI,BRA,7,PINO,TOMAS,"PINO, T.",829,13:49,3,0,1,0.0,1,1,100.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,4,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,0
10/12/2025,VISITANTE,CHI,BRA,8,ECHEVERRIA,AGUSTIN,"ECHEVERRIA, A.",1103,18:23,0,0,1,0.0,0,2,0.0,0,0,0.0,3,0,3,1,0,2,0,0,2,2,-1,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,-11
10/12/2025,VISITANTE,CHI,BRA,9,STUARDO,PEDRO,"STUARDO, P.",1531,25:31,14,7,10,70.0,0,1,0.0,0,1,0.0,5,2,7,1,3,2,1,0,2,1,19,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,-7
10/12/2025,VISITANTE,CHI,BRA,10,SARAVIA,FRANCISCO,"SARAVIA, F.",1666,27:46,14,4,13,30.8,1,4,25.0,3,3,100.0,2,0,2,4,2,6,0,0,2,6,4,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,-33
10/12/2025,VISITANTE,CHI,BRA,11,DONOSO,PEDRO,"DONOSO, P.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,0,0
10/12/2025,VISITANTE,CHI,BRA,15,VELÁSQUEZ,MATEO,"VELÁSQUEZ, M.",1429,23:49,4,2,5,40.0,0,2,0.0,0,0,0.0,3,2,5,1,0,1,0,0,4,0,4,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,-31
10/12/2025,VISITANTE,CHI,BRA,17,QUEZADA,MAXIMILIANO,"QUEZADA, M.",1011,16:51,0,0,3,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,2,1,0,2,1,-1,0,"Estadio Primero de Marzo, Asunción",125528,Grupo B,1,-20
11/12/2025,LOCAL,CHI,PAR,0,MUSRRI,LUIS,"MUSRRI, L.",865,14:25,2,1,4,25.0,0,2,0.0,0,0,0.0,1,0,1,1,1,3,0,0,0,3,-3,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,11
11/12/2025,LOCAL,CHI,PAR,1,PACHANO,GABRIEL,"PACHANO, G.",1447,24:7,15,4,5,80.0,2,3,66.7,1,1,100.0,3,0,3,3,0,1,0,0,1,1,18,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,21
11/12/2025,LOCAL,CHI,PAR,2,LA RIVERA,TOMAS,"LA RIVERA, T.",1208,20:8,8,1,1,100.0,2,4,50.0,0,0,0.0,0,1,1,3,0,0,0,0,1,0,10,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,15
11/12/2025,LOCAL,CHI,PAR,3,CASTRO,MATEO,"CASTRO, M.",750,12:30,2,1,2,50.0,0,2,0.0,0,0,0.0,3,1,4,2,1,0,1,0,4,1,7,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-1
11/12/2025,LOCAL,CHI,PAR,4,HITSCHFELD,MATHIAS,"HITSCHFELD, M.",316,5:16,5,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,3,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,5
11/12/2025,LOCAL,CHI,PAR,7,PINO,TOMAS,"PINO, T.",145,2:25,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,0,1,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,-2
11/12/2025,LOCAL,CHI,PAR,8,ECHEVERRIA,AGUSTIN,"ECHEVERRIA, A.",1054,17:34,11,1,2,50.0,3,7,42.9,0,0,0.0,3,0,3,0,1,0,1,0,1,1,11,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,3
