Fecha,Condicion equipos,Equipo,Rival,Número Camiseta,Apellido,Nombre,Nombre completo,Segundos jugados,Tiempo jugado (mm:ss),Puntos,T2A,T2I,T2%,T3A,T3I,T3%,T1A,T1I,T1%,DReb,OReb,TReb,Asistencias,Recuperos,Perdidas,Tapones cometidos,Tapones recibidos,Faltas Cometidas,Faltas Recibidas,Valoracion,Ganado,Estadio,IdPartido,Etapa,Titular,Plus/minus
01/06/2026,LOCAL,VEN,CAN,20,MONTERO,ISAAC,"MONTERO, I.",505,8:25,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,1,0,"Domo de la Feria, León, México",130884,Grupo B,0,-19
01/06/2026,LOCAL,VEN,CAN,18,ANILLO,WILLIAMS,"ANILLO, W.",1335,22:15,4,1,5,20.0,0,2,0.0,2,2,100.0,1,1,2,0,1,2,0,0,2,3,-1,0,"Domo de la Feria, León, México",130884,Grupo B,0,-31
01/06/2026,LOCAL,VEN,CAN,14,GUTIERREZ,KEVIN,"GUTIERREZ, K.",1111,18:31,7,2,4,50.0,1,3,33.3,0,0,0.0,2,1,3,3,0,0,0,0,1,0,9,0,"Domo de la Feria, León, México",130884,Grupo B,1,-13
01/06/2026,LOCAL,VEN,CAN,9,PERDOMO,JUAN,"PERDOMO, J.",1050,17:30,8,0,2,0.0,2,4,50.0,2,2,100.0,0,1,1,1,3,0,1,0,4,2,10,0,"Domo de la Feria, León, México",130884,Grupo B,0,-22
01/06/2026,LOCAL,VEN,CAN,7,LARA,JOSE,"LARA, J.",1417,23:37,9,3,7,42.9,1,5,20.0,0,0,0.0,2,1,3,0,1,2,0,0,1,0,3,0,"Domo de la Feria, León, México",130884,Grupo B,1,-24
01/06/2026,LOCAL,VEN,CAN,5,GOMEZ,BRYAN,"GOMEZ, B.",928,15:28,2,0,2,0.0,0,0,0.0,2,4,50.0,5,1,6,0,1,0,0,0,4,4,5,0,"Domo de la Feria, León, México",130884,Grupo B,1,-20
01/06/2026,LOCAL,VEN,CAN,4,SEGOVIA,RICHARD,"SEGOVIA, R.",660,11:0,2,0,2,0.0,0,2,0.0,2,2,100.0,0,0,0,0,0,2,0,0,1,3,-4,0,"Domo de la Feria, León, México",130884,Grupo B,0,-25
01/06/2026,LOCAL,VEN,CAN,2,TORRES,DEIKER,"TORRES, D.",1278,21:18,3,0,1,0.0,1,2,50.0,0,0,0.0,1,0,1,2,0,2,0,0,1,0,2,0,"Domo de la Feria, León, México",130884,Grupo B,1,-18
01/06/2026,VISITANTE,CAN,VEN,24,OKO-OBOH,EMMANUEL,"OKO-OBOH, E.",843,14:3,2,1,2,50.0,0,0,0.0,0,0,0.0,5,1,6,2,1,0,0,0,1,1,10,1,"Domo de la Feria, León, México",130884,Grupo B,0,32
01/06/2026,VISITANTE,CAN,VEN,22,VIGNEAULT,MATEO,"VIGNEAULT, M.",898,14:58,6,1,2,50.0,1,1,100.0,1,2,50.0,1,3,4,2,0,1,0,0,0,1,9,1,"Domo de la Feria, León, México",130884,Grupo B,0,19
01/06/2026,VISITANTE,CAN,VEN,21,ROBINSON,LYRIS,"ROBINSON, L.",1169,19:29,19,2,4,50.0,4,5,80.0,3,5,60.0,0,0,0,1,3,0,0,0,2,3,18,1,"Domo de la Feria, León, México",130884,Grupo B,1,35
01/06/2026,VISITANTE,CAN,VEN,15,MEYER,MAXIME,"MEYER, M.",1086,18:6,13,6,9,66.7,0,0,0.0,1,2,50.0,9,2,11,6,4,1,1,0,2,3,30,1,"Domo de la Feria, León, México",130884,Grupo B,1,22
01/06/2026,VISITANTE,CAN,VEN,12,ILIC,STEFAN,"ILIC, S.",1167,19:27,8,2,4,50.0,0,0,0.0,4,4,100.0,6,1,7,0,1,1,1,0,2,3,14,1,"Domo de la Feria, León, México",130884,Grupo B,1,19
01/06/2026,VISITANTE,CAN,VEN,11,NGOR,DENG,"NGOR, D.",1100,18:20,5,2,3,66.7,0,1,0.0,1,2,50.0,3,1,4,3,0,2,0,0,2,2,7,1,"Domo de la Feria, León, México",130884,Grupo B,1,19
01/06/2026,VISITANTE,CAN,VEN,8,YAMBAYAMBA,NATHAN,"YAMBAYAMBA, N.",1159,19:19,8,1,2,50.0,2,4,50.0,0,0,0.0,3,1,4,2,0,1,0,0,0,0,10,1,"Domo de la Feria, León, México",130884,Grupo B,0,22
01/06/2026,VISITANTE,CAN,VEN,6,WALTERS,KYMANI,"WALTERS, K.",546,9:6,5,2,2,100.0,0,1,0.0,1,1,100.0,1,0,1,0,0,3,0,0,5,1,2,1,"Domo de la Feria, León, México",130884,Grupo B,0,15
01/06/2026,VISITANTE,CAN,VEN,5,YUGU,SETTIMO,"YUGU, S.",907,15:7,7,0,0,0.0,1,1,100.0,4,6,66.7,2,1,3,4,0,1,0,0,3,3,11,1,"Domo de la Feria, León, México",130884,Grupo B,0,27
01/06/2026,VISITANTE,CAN,VEN,4,OKOKOH,GODSON,"OKOKOH, G.",1006,16:46,9,1,1,100.0,1,3,33.3,4,8,50.0,2,1,3,0,0,0,0,0,2,4,6,1,"Domo de la Feria, León, México",130884,Grupo B,0,17
01/06/2026,VISITANTE,CAN,VEN,3,TYNDALE,JAVION,"TYNDALE, J.",1275,21:15,15,5,7,71.4,0,3,0.0,5,7,71.4,2,0,2,5,1,1,0,0,1,5,15,1,"Domo de la Feria, León, México",130884,Grupo B,1,30
01/06/2026,VISITANTE,CAN,VEN,2,OLAJUWON,ABDUL-MALIK,"OLAJUWON, A.",844,14:4,8,4,5,80.0,0,3,0.0,0,0,0.0,5,0,5,0,1,3,1,0,2,0,8,1,"Domo de la Feria, León, México",130884,Grupo B,0,13
02/06/2026,LOCAL,CAN,DOM,2,OLAJUWON,ABDUL-MALIK,"OLAJUWON, A.",435,7:15,4,2,2,100.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,3,1,"Domo de la Feria, León, México",130888,Grupo B,0,-1
02/06/2026,LOCAL,CAN,DOM,3,TYNDALE,JAVION,"TYNDALE, J.",1337,22:17,11,3,9,33.3,1,3,33.3,2,6,33.3,2,1,3,6,1,2,0,0,3,3,7,1,"Domo de la Feria, León, México",130888,Grupo B,1,20
02/06/2026,LOCAL,CAN,DOM,4,OKOKOH,GODSON,"OKOKOH, G.",1146,19:6,12,3,7,42.9,0,2,0.0,6,10,60.0,4,3,7,1,1,0,2,0,1,5,13,1,"Domo de la Feria, León, México",130888,Grupo B,1,7
02/06/2026,LOCAL,CAN,DOM,5,YUGU,SETTIMO,"YUGU, S.",1202,20:2,10,3,4,75.0,0,0,0.0,4,6,66.7,2,1,3,2,1,2,1,0,0,4,12,1,"Domo de la Feria, León, México",130888,Grupo B,0,10
02/06/2026,LOCAL,CAN,DOM,6,WALTERS,KYMANI,"WALTERS, K.",892,14:52,7,3,4,75.0,0,1,0.0,1,1,100.0,2,2,4,2,1,4,0,0,1,2,8,1,"Domo de la Feria, León, México",130888,Grupo B,0,0
02/06/2026,LOCAL,CAN,DOM,8,YAMBAYAMBA,NATHAN,"YAMBAYAMBA, N.",932,15:32,9,1,3,33.3,2,5,40.0,1,2,50.0,0,0,0,0,0,1,0,0,2,3,2,1,"Domo de la Feria, León, México",130888,Grupo B,0,4
02/06/2026,LOCAL,CAN,DOM,11,NGOR,DENG,"NGOR, D.",1300,21:40,14,3,3,100.0,2,4,50.0,2,2,100.0,6,0,6,1,0,1,1,0,1,1,19,1,"Domo de la Feria, León, México",130888,Grupo B,1,23
02/06/2026,LOCAL,CAN,DOM,12,ILIC,STEFAN,"ILIC, S.",895,14:55,2,1,4,25.0,0,0,0.0,0,0,0.0,4,3,7,1,1,2,0,0,1,1,6,1,"Domo de la Feria, León, México",130888,Grupo B,0,-1
02/06/2026,LOCAL,CAN,DOM,15,MEYER,MAXIME,"MEYER, M.",868,14:28,8,3,8,37.5,0,0,0.0,2,2,100.0,8,3,11,4,1,0,1,0,3,1,20,1,"Domo de la Feria, León, México",130888,Grupo B,1,29
02/06/2026,LOCAL,CAN,DOM,21,ROBINSON,LYRIS,"ROBINSON, L.",1523,25:23,16,5,6,83.3,1,5,20.0,3,3,100.0,4,1,5,1,2,0,0,0,3,3,19,1,"Domo de la Feria, León, México",130888,Grupo B,1,19
02/06/2026,LOCAL,CAN,DOM,22,VIGNEAULT,MATEO,"VIGNEAULT, M.",878,14:38,1,0,1,0.0,0,2,0.0,1,2,50.0,1,2,3,1,0,1,0,0,0,1,0,1,"Domo de la Feria, León, México",130888,Grupo B,0,0
02/06/2026,LOCAL,CAN,DOM,24,OKO-OBOH,EMMANUEL,"OKO-OBOH, E.",592,9:52,6,2,2,100.0,0,0,0.0,2,6,33.3,2,1,3,0,0,0,0,0,2,3,5,1,"Domo de la Feria, León, México",130888,Grupo B,0,-5
02/06/2026,VISITANTE,DOM,CAN,0,PEMBERTON,ANTONIO,"PEMBERTON, A.",1151,19:11,9,2,5,40.0,1,3,33.3,2,3,66.7,0,0,0,0,2,1,0,0,3,3,4,0,"Domo de la Feria, León, México",130888,Grupo B,1,-25
02/06/2026,VISITANTE,DOM,CAN,3,SANTANA,BRAYAN,"SANTANA, B.",803,13:23,11,4,8,50.0,1,1,100.0,0,0,0.0,2,0,2,0,2,1,0,0,0,1,10,0,"Domo de la Feria, León, México",130888,Grupo B,0,5
02/06/2026,VISITANTE,DOM,CAN,4,CAMACHO,BRAYAN,"CAMACHO, B.",567,9:27,0,0,0,0.0,0,2,0.0,0,0,0.0,2,0,2,1,1,3,0,0,0,0,-1,0,"Domo de la Feria, León, México",130888,Grupo B,0,-5
02/06/2026,VISITANTE,DOM,CAN,5,LIZ,JACK,"LIZ, J.",789,13:9,5,2,4,50.0,0,2,0.0,1,2,50.0,0,0,0,1,0,0,0,0,2,2,1,0,"Domo de la Feria, León, México",130888,Grupo B,0,-10
02/06/2026,VISITANTE,DOM,CAN,7,PARREÑO,ANGEL,"PARREÑO, A.",1072,17:52,8,2,9,22.2,0,3,0.0,4,4,100.0,2,2,4,2,2,2,0,0,2,1,4,0,"Domo de la Feria, León, México",130888,Grupo B,0,3
02/06/2026,VISITANTE,DOM,CAN,8,GOMEZ,DEREK,"GOMEZ, D.",1367,22:47,5,1,3,33.3,1,2,50.0,0,0,0.0,3,0,3,0,0,0,1,0,2,0,6,0,"Domo de la Feria, León, México",130888,Grupo B,1,-7
02/06/2026,VISITANTE,DOM,CAN,10,MARTINEZ,MARLON,"MARTINEZ, M.",1790,29:50,11,2,4,50.0,0,2,0.0,7,7,100.0,8,0,8,5,3,2,0,0,2,4,21,0,"Domo de la Feria, León, México",130888,Grupo B,1,-20
02/06/2026,VISITANTE,DOM,CAN,12,VALDEZ,LUIS,"VALDEZ, L.",1015,16:55,12,3,5,60.0,2,2,100.0,0,0,0.0,1,3,4,0,1,0,1,0,2,1,16,0,"Domo de la Feria, León, México",130888,Grupo B,0,1
02/06/2026,VISITANTE,DOM,CAN,24,MONTERO,RAYNER,"MONTERO, R.",1027,17:7,13,4,7,57.1,0,0,0.0,5,6,83.3,0,6,6,1,0,2,1,0,5,3,15,0,"Domo de la Feria, León, México",130888,Grupo B,0,-7
02/06/2026,VISITANTE,DOM,CAN,25,ROMERO,RODERI,"ROMERO, R.",805,13:25,2,1,2,50.0,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,0,4,0,4,0,"Domo de la Feria, León, México",130888,Grupo B,1,-12
02/06/2026,VISITANTE,DOM,CAN,27,VALERA,ENMANUEL,"VALERA, E.",1329,22:9,3,1,7,14.3,0,1,0.0,1,2,50.0,2,0,2,0,0,2,2,0,3,2,-3,0,"Domo de la Feria, León, México",130888,Grupo B,1,-22
02/06/2026,VISITANTE,DOM,CAN,45,FERNANDEZ ,DIEGO,"FERNANDEZ, D.",285,4:45,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,0,3,0,-1,0,"Domo de la Feria, León, México",130888,Grupo B,0,-6
02/06/2026,LOCAL,PUR,VEN,0,ROSARIO,ANDREW,"ROSARIO, A.",858,14:18,4,0,0,0.0,1,5,20.0,1,2,50.0,0,0,0,1,0,1,0,0,0,1,-1,1,"Domo de la Feria, León, México",130886,Grupo B,0,2
02/06/2026,LOCAL,PUR,VEN,1,ROCA,GUSTAVO,"ROCA, G.",1018,16:58,2,1,4,25.0,0,0,0.0,0,0,0.0,2,0,2,0,0,3,0,0,0,1,-2,1,"Domo de la Feria, León, México",130886,Grupo B,0,-6
02/06/2026,LOCAL,PUR,VEN,2,PAGAN,DEREK,"PAGAN, D.",265,4:25,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,1,0,0,2,0,1,1,"Domo de la Feria, León, México",130886,Grupo B,0,-3
02/06/2026,LOCAL,PUR,VEN,3,FUENTES,MYLES,"FUENTES, M.",1897,31:37,21,7,10,70.0,2,3,66.7,1,6,16.7,4,2,6,8,1,3,0,0,2,6,24,1,"Domo de la Feria, León, México",130886,Grupo B,1,14
02/06/2026,LOCAL,PUR,VEN,10,CANDELARIA,DAVEY,"CANDELARIA, D.",150,2:30,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,"Domo de la Feria, León, México",130886,Grupo B,0,2
02/06/2026,LOCAL,PUR,VEN,11,PIZARRO,JESUS,"PIZARRO, J.",194,3:14,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Domo de la Feria, León, México",130886,Grupo B,0,0
02/06/2026,LOCAL,PUR,VEN,12,SALABERRIOS,DERICK,"SALABERRIOS, D.",1256,20:56,7,1,3,33.3,1,2,50.0,2,2,100.0,2,2,4,0,4,2,1,0,3,1,11,1,"Domo de la Feria, León, México",130886,Grupo B,0,2
02/06/2026,LOCAL,PUR,VEN,13,BERNARD,JOMAR,"BERNARD, J.",1214,20:14,4,2,5,40.0,0,3,0.0,0,0,0.0,2,1,3,2,1,1,0,0,4,2,3,1,"Domo de la Feria, León, México",130886,Grupo B,1,5
02/06/2026,LOCAL,PUR,VEN,14,RIVERA,JAMES,"RIVERA, J.",663,11:3,2,1,4,25.0,0,0,0.0,0,1,0.0,6,2,8,0,0,4,1,0,5,1,3,1,"Domo de la Feria, León, México",130886,Grupo B,1,4
02/06/2026,LOCAL,PUR,VEN,15,NARVAEZ,LENUEL,"NARVAEZ, L.",1320,22:0,10,5,5,100.0,0,0,0.0,0,0,0.0,3,1,4,0,0,1,1,0,0,0,14,1,"Domo de la Feria, León, México",130886,Grupo B,1,-14
02/06/2026,LOCAL,PUR,VEN,20,RODRIGUEZ,DARELL,"RODRIGUEZ, D.",1014,16:54,6,3,4,75.0,0,0,0.0,0,0,0.0,2,2,4,0,1,0,1,0,0,1,11,1,"Domo de la Feria, León, México",130886,Grupo B,0,5
02/06/2026,LOCAL,PUR,VEN,21,QUINONES,FELIPE,"QUINONES, F.",2152,35:52,20,3,9,33.3,1,3,33.3,11,16,68.8,3,2,5,5,3,3,2,0,2,8,19,1,"Domo de la Feria, León, México",130886,Grupo B,1,9
02/06/2026,VISITANTE,VEN,PUR,2,TORRES,DEIKER,"TORRES, D.",1540,25:40,6,1,2,50.0,1,1,100.0,1,1,100.0,3,2,5,4,3,3,0,0,1,1,14,0,"Domo de la Feria, León, México",130886,Grupo B,1,-11
02/06/2026,VISITANTE,VEN,PUR,4,SEGOVIA,RICHARD,"SEGOVIA, R.",1167,19:27,14,5,9,55.6,1,3,33.3,1,1,100.0,1,2,3,4,0,2,0,0,0,1,13,0,"Domo de la Feria, León, México",130886,Grupo B,0,14
02/06/2026,VISITANTE,VEN,PUR,5,GOMEZ,BRYAN,"GOMEZ, B.",1183,19:43,4,2,4,50.0,0,0,0.0,0,0,0.0,3,3,6,4,3,0,0,0,5,1,15,0,"Domo de la Feria, León, México",130886,Grupo B,1,12
02/06/2026,VISITANTE,VEN,PUR,7,LARA,JOSE,"LARA, J.",763,12:43,2,1,8,12.5,0,2,0.0,0,2,0.0,1,1,2,0,1,1,0,0,1,1,-7,0,"Domo de la Feria, León, México",130886,Grupo B,1,5
02/06/2026,VISITANTE,VEN,PUR,9,PERDOMO,JUAN,"PERDOMO, J.",1637,27:17,13,4,6,66.7,1,4,25.0,2,2,100.0,3,3,6,0,1,1,1,0,3,1,15,0,"Domo de la Feria, León, México",130886,Grupo B,0,-9
02/06/2026,VISITANTE,VEN,PUR,14,GUTIERREZ,KEVIN,"GUTIERREZ, K.",1641,27:21,5,1,8,12.5,0,3,0.0,3,8,37.5,3,1,4,1,0,3,2,0,3,5,-6,0,"Domo de la Feria, León, México",130886,Grupo B,1,-8
02/06/2026,VISITANTE,VEN,PUR,18,ANILLO,WILLIAMS,"ANILLO, W.",1656,27:36,11,2,4,50.0,2,6,33.3,1,4,25.0,0,1,1,1,2,1,0,0,1,4,5,0,"Domo de la Feria, León, México",130886,Grupo B,1,-17
02/06/2026,VISITANTE,VEN,PUR,20,MONTERO,ISAAC,"MONTERO, I.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Domo de la Feria, León, México",130886,Grupo B,0,0
02/06/2026,VISITANTE,VEN,PUR,21,SANCHEZ,YEFERSON,"SANCHEZ, Y.",547,9:7,2,1,4,25.0,0,0,0.0,0,0,0.0,1,3,4,0,0,2,0,0,3,0,1,0,"Domo de la Feria, León, México",130886,Grupo B,0,0
02/06/2026,VISITANTE,VEN,PUR,23,NIÑO,SAMUEL,"NIÑO, S.",1369,22:49,15,5,8,62.5,0,0,0.0,5,6,83.3,3,5,8,2,0,3,0,0,3,4,18,0,"Domo de la Feria, León, México",130886,Grupo B,0,-7
02/06/2026,VISITANTE,VEN,PUR,26,SOTO,DIEGO,"SOTO, D.",380,6:20,2,1,2,50.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,2,0,"Domo de la Feria, León, México",130886,Grupo B,0,7
02/06/2026,VISITANTE,VEN,PUR,30,BENITEZ,LEONARDO,"BENITEZ, L.",117,1:57,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,"Domo de la Feria, León, México",130886,Grupo B,0,-6
02/06/2026,LOCAL,ARG,BRA,1,BASUALDO,LAUTARO,"BASUALDO, L.",1044,17:24,0,0,0,0.0,0,0,0.0,0,0,0.0,9,0,9,0,1,2,0,0,1,0,8,1,"Domo de la Feria, León, México",130880,Grupo A,0,1
02/06/2026,LOCAL,ARG,BRA,4,HERNANDEZ,MANUEL,"HERNANDEZ, M.",1630,27:10,5,1,8,12.5,1,5,20.0,0,0,0.0,2,1,3,2,3,2,0,0,3,2,0,1,"Domo de la Feria, León, México",130880,Grupo A,1,-1
02/06/2026,LOCAL,ARG,BRA,6,GOBETTI,BAUTISTA,"GOBETTI, B.",1160,19:20,2,1,1,100.0,0,2,0.0,0,0,0.0,2,0,2,3,0,0,2,0,3,2,7,1,"Domo de la Feria, León, México",130880,Grupo A,1,1
02/06/2026,LOCAL,ARG,BRA,7,TORRENS,ELIAS,"TORRENS, E.",430,7:10,4,2,3,66.7,0,0,0.0,0,1,0.0,2,0,2,0,0,0,2,0,4,1,6,1,"Domo de la Feria, León, México",130880,Grupo A,0,-1
02/06/2026,LOCAL,ARG,BRA,8,AMAN,GONZALO,"AMAN, G.",997,16:37,6,0,2,0.0,2,3,66.7,0,0,0.0,3,0,3,4,0,0,0,0,1,0,10,1,"Domo de la Feria, León, México",130880,Grupo A,0,18
02/06/2026,LOCAL,ARG,BRA,9,CELIZ,JOAQUIN,"CELIZ, J.",1493,24:53,16,5,7,71.4,2,3,66.7,0,0,0.0,2,1,3,5,0,3,1,0,1,2,19,1,"Domo de la Feria, León, México",130880,Grupo A,1,-15
02/06/2026,LOCAL,ARG,BRA,10,CAUMO,JOAQUIN,"CAUMO, J.",1073,17:53,12,1,3,33.3,2,7,28.6,4,5,80.0,1,1,2,3,0,2,0,0,1,3,7,1,"Domo de la Feria, León, México",130880,Grupo A,0,-7
02/06/2026,LOCAL,ARG,BRA,11,MORAVANSKY,ROMAN,"MORAVANSKY, R.",1050,17:30,8,4,4,100.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,3,1,10,1,"Domo de la Feria, León, México",130880,Grupo A,0,6
02/06/2026,LOCAL,ARG,BRA,12,FESSIA,MATEO,"FESSIA, M.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Domo de la Feria, León, México",130880,Grupo A,0,0
02/06/2026,LOCAL,ARG,BRA,14,PETTINAROLI,SANTIAGO,"PETTINAROLI, S.",1600,26:40,20,5,8,62.5,2,3,66.7,4,6,66.7,4,1,5,2,0,2,2,0,3,3,21,1,"Domo de la Feria, León, México",130880,Grupo A,1,-6
02/06/2026,LOCAL,ARG,BRA,16,GROPPA,GENARO,"GROPPA, G.",186,3:6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Domo de la Feria, León, México",130880,Grupo A,0,6
02/06/2026,LOCAL,ARG,BRA,32,PETTOVELLO,BENJAMIN,"PETTOVELLO, B.",1337,22:17,11,4,6,66.7,0,1,0.0,3,6,50.0,2,1,3,4,1,2,1,0,3,3,12,1,"Domo de la Feria, León, México",130880,Grupo A,1,3
02/06/2026,VISITANTE,BRA,ARG,2,MATHIAS,CAIO,"MATHIAS, C.",1001,16:41,12,0,2,0.0,4,7,57.1,0,0,0.0,0,1,1,1,1,1,1,0,4,0,10,0,"Domo de la Feria, León, México",130880,Grupo A,0,11
02/06/2026,VISITANTE,BRA,ARG,3,CUNHA,NICOLAS,"CUNHA, N.",461,7:41,0,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,2,0,0,"Domo de la Feria, León, México",130880,Grupo A,0,-14
02/06/2026,VISITANTE,BRA,ARG,4,VARALLO,FERNANDO,"VARALLO, F.",189,3:9,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,0,0,0,0,3,0,"Domo de la Feria, León, México",130880,Grupo A,0,-6
02/06/2026,VISITANTE,BRA,ARG,7,SANTOS,ISAIAH,"SANTOS, I.",1843,30:43,22,6,11,54.5,1,3,33.3,7,9,77.8,6,9,15,2,3,3,0,0,1,7,30,0,"Domo de la Feria, León, México",130880,Grupo A,1,8
02/06/2026,VISITANTE,BRA,ARG,8,MORO,LUCAS,"MORO, L.",183,3:3,0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3,0,"Domo de la Feria, León, México",130880,Grupo A,0,-5
