IdPartido,Fecha,Equipo_local,Equipo_visitante,Local,Equipo,personId,firstName,lastName,Dorsal,Periodo,Tipo,Resultado,Zona,x,y
130879,01/06/2026,USA,ARG,False,ARG,409151,Santiago,Pettinaroli,14,3,TIRO3,CONVERTIDO,,24,111
130879,01/06/2026,USA,ARG,True,USA,410523,Colben,Landrew,7,3,TIRO3,FALLADO,,194,195
130879,01/06/2026,USA,ARG,True,USA,416558,Quentin,Coleman,11,3,TIRO2,FALLADO,,140,31
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,3,TIRO2,CONVERTIDO,,147,29
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,3,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,408871,Manuel,Hernandez,4,3,TIRO2,FALLADO,,162,31
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,3,TIRO3,FALLADO,,36,148
130879,01/06/2026,USA,ARG,True,USA,416558,Quentin,Coleman,11,3,TIRO2,FALLADO,,158,33
130879,01/06/2026,USA,ARG,True,USA,416453,Malachi,Jordan,5,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416453,Malachi,Jordan,5,3,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,409151,Santiago,Pettinaroli,14,3,TIRO3,FALLADO,,41,124
130879,01/06/2026,USA,ARG,True,USA,416558,Quentin,Coleman,11,3,TIRO2,FALLADO,,127,37
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410509,Bruce,Branch III,8,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410509,Bruce,Branch III,8,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,387025,Lautaro,Basualdo,1,3,TIRO3,FALLADO,,50,127
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,3,TIRO2,CONVERTIDO,,118,32
130879,01/06/2026,USA,ARG,False,ARG,362126,Benjamin,Pettovello,32,3,TIRO2,FALLADO,,148,42
130879,01/06/2026,USA,ARG,True,USA,410509,Bruce,Branch III,8,3,TIRO2,CONVERTIDO,,138,31
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,3,TIRO2,CONVERTIDO,,148,56
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,3,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,3,TIRO3,FALLADO,,155,177
130879,01/06/2026,USA,ARG,True,USA,416447,Demarcus,Henry,14,3,TIRO3,FALLADO,,75,188
130879,01/06/2026,USA,ARG,True,USA,416446,Adan,Diggs,10,3,TIRO2,CONVERTIDO,,128,34
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,3,TIRO3,FALLADO,,266,33
130879,01/06/2026,USA,ARG,False,ARG,408860,Mateo,Fessia,12,3,TIRO2,FALLADO,,159,48
130879,01/06/2026,USA,ARG,False,ARG,362126,Benjamin,Pettovello,32,3,TIRO2,FALLADO,,140,31
130879,01/06/2026,USA,ARG,True,USA,416446,Adan,Diggs,10,3,TIRO3,FALLADO,,211,147
130879,01/06/2026,USA,ARG,True,USA,416460,Ethan,Taylor,15,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416460,Ethan,Taylor,15,3,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,341544,Caleb,Gaskins,12,3,TIRO2,CONVERTIDO,,135,38
130879,01/06/2026,USA,ARG,False,ARG,409023,Joaquin,Celiz,9,3,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,409023,Joaquin,Celiz,9,3,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416519,Jasiah,Jervis,9,3,TIRO3,FALLADO,,115,71
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410523,Colben,Landrew,7,4,TIRO2,FALLADO,,156,39
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO2,FALLADO,,132,24
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO2,CONVERTIDO,,153,30
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410523,Colben,Landrew,7,4,TIRO3,FALLADO,,132,172
130879,01/06/2026,USA,ARG,False,ARG,398746,Roman,Moravansky,11,4,TIRO2,FALLADO,,132,77
130879,01/06/2026,USA,ARG,True,USA,410523,Colben,Landrew,7,4,TIRO3,FALLADO,,10,16
130879,01/06/2026,USA,ARG,False,ARG,408870,Gonzalo,Aman,8,4,TIRO2,CONVERTIDO,,157,34
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,408870,Gonzalo,Aman,8,4,TIRO2,FALLADO,,152,47
130879,01/06/2026,USA,ARG,False,ARG,408860,Mateo,Fessia,12,4,TIRO3,FALLADO,,28,110
130879,01/06/2026,USA,ARG,True,USA,369232,Taylen,Kinney,4,4,TIRO2,CONVERTIDO,,117,34
130879,01/06/2026,USA,ARG,False,ARG,408870,Gonzalo,Aman,8,4,TIRO2,CONVERTIDO,,173,109
130879,01/06/2026,USA,ARG,True,USA,341544,Caleb,Gaskins,12,4,TIRO2,CONVERTIDO,,124,46
130879,01/06/2026,USA,ARG,False,ARG,409021,Elias,Torrens,7,4,TIRO2,FALLADO,,138,48
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416446,Adan,Diggs,10,4,TIRO2,FALLADO,,209,64
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,4,TIRO3,FALLADO,,67,149
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,4,TIRO2,CONVERTIDO,,155,23
130879,01/06/2026,USA,ARG,False,ARG,398746,Roman,Moravansky,11,4,TIRO2,FALLADO,,168,53
130879,01/06/2026,USA,ARG,True,USA,416558,Quentin,Coleman,11,4,TIRO2,CONVERTIDO,,126,38
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,4,TIRO2,FALLADO,,112,33
